ZA_ZAPIS_ID,ZA_RO_ROK,ZA_DZ_DZIAL1_ID,DZ_NAZWA,ZA_TYTUL,ZA_TYTUL_CALOSCI,ZA_TE_TEATR_ID,TE_NAZWA,ZA_OPIS_WSPOLTWORCOW,ZA_NAZWA_ADAPT_DZIELA,ZA_OPIS_ADAPT_DZIELA,ZA_ADNOTACJE
85023,1990,231,Spektakle fabularne TV,Do piachu,,,,,,"Reż. Kazimierz Kutz. I, 24 IX 1990, 110'",
85024,1990,231,Spektakle fabularne TV,Pułapka,,,,,,"Reż. Stanisław Różewicz. I, 10 XII 1990, 120'",
85025,1990,231,Spektakle fabularne TV,Spaghetti i miecz,,,,,,"Reż. Józef Czernecki. I, 8 I 1990, 105'",
85026,1990,231,Spektakle fabularne TV,Chłodna jesień,,,,,,"Reż. Janusz Zaorski. I, 19 II 1990, 110'; [powtórna emisja:] 30 VII 1990",
85027,1990,231,Spektakle fabularne TV,Wielka księżna i chłopiec hotelowy,,,,,,"Tł. Jadwiga Migowa. Reż. Edward Dziewoński. I, 5 XI 1990, 80'",
85029,1990,231,Spektakle fabularne TV,Gody weselne,,,,,,"Cz. 1-2. Reż. Jan Skotnicki. I, 3 VI 1990, 90'; 17 VI1990, 90'",
85030,1990,231,Spektakle fabularne TV,Poskromnienie złośnicy,,,,,,"Tł. Maciej Słomczyński. Reż. Michał Kwieciński. I, 7 V 1990, 105'; [powtórna emisja:] 16 VII 1990",
85031,1990,231,Spektakle fabularne TV,Zawiść,,,,,,"Reż. Marcin Sławiński. I, 18 III 1990, 50'",
85032,1990,231,Spektakle fabularne TV,Ryszard III,,,,,,"Tł. Roman Brandstaetter. Reż. Feliks Falk. I, 27 VIII 1990, 165'",
85033,1990,231,Spektakle fabularne TV,Mały bies,,,,,,"Reż. Krzysztof Lang. I, 1 X 1990, 110'",
85034,1990,231,Spektakle fabularne TV,Pelikan,,,,,,"Tł. Zygmunt Łanowski. Reż. Jerzy Afanasjew. I, 11 VI 1990, 75'",
85035,1990,231,Spektakle fabularne TV,Przyjechała Żydówka,,,,,,"Reż. Barbara Łuczak. II, 22 XI 1990, 55'. [Monodram w wyk. Ryszardy Hanin]",
85036,1990,231,Spektakle fabularne TV,Sprawa Ewy Eward,,,,,,"Reż. Andrzej Zakrzewski. I, 11 IX 1990, 70'",
85037,1990,231,Spektakle fabularne TV,Co jest za tym murem?,,,,,,"Reż. Stefan Szlachtycz. II, 6 I 1990, 20'. [Monodram w wyk. Zdzisława Wardejna]",
85038,1990,231,Spektakle fabularne TV,Za siedmioma górami,,,,,,"I, 2 XII 1990, 45'",
85039,1990,231,Spektakle fabularne TV,Bliski nieznajomy,,,,,,"Reż. Jerzy Domaradzki. I, 22 VII 1990, 90'",
85040,1990,231,Spektakle fabularne TV,Cyklop,,,,,,"Cz. 1-2. Reż. Izabella Cywińska. I, 29 I 1990, 100'; 5 II 1990, 105'",
85041,1990,231,Spektakle fabularne TV,Krótka noc,,,,,,"Reż. Robert Gliński. I, 21 V 1990, 70'",
85042,1990,231,Spektakle fabularne TV,Drugie życie,,,,,,"Adapt. i reż. Tomasz Zygadło. I, 26 XI 1990, 110'",
85043,1990,231,Spektakle fabularne TV,Wiosenne wody,,,,,,"Cz. 1-2. Reż. Andrzej Maj. I, 4 XII 1990, 90'; 18 XII 1990, 90'",
85044,1990,231,Spektakle fabularne TV,Maria,,,,,,"Tł. Danuta Żmij-Zielińska. Reż. Tomasz Zygadło. II, 27 XII 1990, 85'",
85045,1990,231,Spektakle fabularne TV,Kariera Alfa Omegi,,,,,,"Reż. Barbara Borys-Damięcka. I, 30 XII 1990, 110'",
85047,1990,231,Spektakle fabularne TV,Pamiętniki Adama i Ewy,,,,,,"Adapt. i reż. Krzysztof Nazar. I, 8 VII 1990, 45'",
85048,1990,231,Spektakle fabularne TV,Nigdy więcej...,,,,,,"Tł. Małgorzata Semil. Reż. Krzysztof Nazar. I, 9 IV 1990, 95'",
85052,1990,231,Spektakle fabularne TV,"Śmiej się, śmiej, mała Oshin",,,,,,"Reż. Waldemar Wolański. I, 28 X 1990, 60'",
85050,1990,231,Spektakle fabularne TV,Znajomek z Fiesole,,,,,,"Reż. Edward Dziewoński. I, 20 V 1990, 90'; [powtórna emisja:] 20 VIII 1990",
85051,1990,231,Spektakle fabularne TV,Matka,,,,,,"Reż. Jerzy Jarocki. I, 14 V 1990, 95'",
85054,1990,231,Spektakle fabularne TV,Hrabia Gliński-Popieliński,,,,,,"Tł. Jerzy Rochowiak. Reż. Aleksiej Leliawski. I, 15 IV 1990, 40'",
85063,1990,231,Spektakle fabularne TV,Teatr mój,,,,,,"Reż. Andrzej Łapicki. I, 20 IX 1990, 35'.",
85064,1990,231,Spektakle fabularne TV,Jak to w szkole,,,,,,"Reż. Barbara Borys-Damięcka. I, 9 IX 1990, 35'",
85066,1990,231,Spektakle fabularne TV,Ich czworo,,,,,,"Reż. Tomasz Zygadło. I, 12 II 1990, 90'",
85067,1990,231,Spektakle fabularne TV,Traugutt,,,,,,"Reż. Stanisław Zajączkowski. I, 19 XI 1990, 90'",
123469,1991,231,Spektakle fabularne TV,Stalin,,,,,,Tł. Ryszard Turczyn. Reż. Kazimierz Kutz. [W real.],
116481,1991,231,Spektakle fabularne TV,Derby w pałacu,,,,,,"Reż. Ryszard Ber. I, 23 IX 1991, 102'",
116482,1991,231,Spektakle fabularne TV,Klik-Klak,,,,,,"Reż. Ryszard Ber. I, 8 I 1991, 62'",
116483,1991,231,Spektakle fabularne TV,Śmierć,,,,,,"Tł. Anna Kołyszko. Reż. Waldemar Śmigasiewicz. II, 25 IV 1991, 53'",
116484,1991,231,Spektakle fabularne TV,Już prawie nic,,,,,,"Adapt. i reż. Krzysztof Babicki. II, 27 VI 1991, 70'",
116485,1991,231,Spektakle fabularne TV,"Spójrzcie, kto do nas zawitał",,,,,,"Tł. Barbara Reszko. Reż. Ewa Petelska. I, 14 VII 1991, 93'",
116486,1991,231,Spektakle fabularne TV,Kobieta w ogrodzie,,,,,,"Tł. Piotr Szymanowski. Reż. Maciej Englert. I, 16 IX 1991, 101'",
116487,1991,231,Spektakle fabularne TV,Kolacja na cztery ręce,,,,,,"Tł. Jacek Stanisław Buras. Reż. Kazimierz Kutz. I, 26 VIII 1991, 91'",
116488,1991,231,Spektakle fabularne TV,Krakowskie abecadło,,,,,,"Reż. Marek Gaj. I, 26 V 1991, 40'",
116489,1991,231,Spektakle fabularne TV,Tabu,,,,,,"Reż. Jerzy Markuszewski. II, 5 IX 1991, 79'",
116490,1991,231,Spektakle fabularne TV,Spacer w lesie,,,,,,"Tł. Magdalena Ciesielska. Reż. Janusz Zaorski. I, 9 XII 1991, 86'",
116491,1991,231,Spektakle fabularne TV,Zwierzenia klowna,,,,,,"Tł. Teresa Jętkiewicz. Adapt. i reż. Maciej Dutkiewicz. II, 21 XI 1991, 67'",
116492,1991,231,Spektakle fabularne TV,Pernambuco,,,,,,"Adapt. pt. ""Pani King"" i reż.: Jerzy Markuszewski. I, 7 I 1991, 50'",
116493,1991,231,Spektakle fabularne TV,Sztuka konwersacji,,,,,,"Reż. Andrzej Łapicki. I, 20 V 1991, 86'",
116494,1991,231,Spektakle fabularne TV,Kariera Artura Ui,,,,,,"Tł. Roman Szydłowski, Witold Wirpsza. Reż. Jerzy Gruza. I, 19 X 1991, 102'",
116495,1991,231,Spektakle fabularne TV,Mahagonny,,,,,,"Tł. Jacek Stanisław Buras. Adapt. Jacek Stanisław Buras, Krzysztof Zaleski. Reż. Krzysztof Zaleski. I, 21 IV 1991, 107'",
116496,1991,231,Spektakle fabularne TV,Demokracja,,,,,,"Tł. Barbara Śniadower, Lucjan Śniadower. Reż. Feliks Falk. I, 9 IX 1991, 44'",
116497,1991,231,Spektakle fabularne TV,"Elżbieta, królowa Anglii",,,,,,"Tł. Zbigniew Krawczykowski. Reż. Laco Adamik. I, 14 XII 1991, 88'",
116498,1991,231,Spektakle fabularne TV,Tylko matka,,,,,,"Reż. Stanisław Różewicz. II, 19 XII 1991, 55'. [Monodram w wyk. Ryszardy Hanin].",
116499,1991,231,Spektakle fabularne TV,Leonce i Lena,,,,,,"Tł. Stefan Napierski. Reż. Wojciech Maryański. II, 31 I 1991, 88'",
116500,1991,231,Spektakle fabularne TV,Listy do władzy,,,,,,"Adapt. pt. ""Proszę mnie wypuścić"". Tł. Irena Lewandowska. Reż. Łukasz Korwin. II, 9 V 1991, 48'",
116501,1991,231,Spektakle fabularne TV,Psie serce,,,,,,"Tł. Henryk Bieńkiewicz. Adapt. i reż. Rudolf Zioło. I, 18 III 1991, 111''",
116504,1991,231,Spektakle fabularne TV,Jan,,,,,,"Tł. Włodzimierz Jampolski. Reż. Edward Dziewoński. I, 6 V 1991, 68'",
116505,1991,231,Spektakle fabularne TV,Największy krasnal świata,,,,,,"Reż. Piotr Friedrich. I, 8 XII 1991, 51'",
116509,1991,231,Spektakle fabularne TV,Być jego żoną,,,,,,"Cz. 3: Czy jesteś szczęśliwy Agamemnonie. Tł. Krystyna Małachowska. Reż. Stefan Szlachtycz. II, 6 I 1991, 30'. [Emisja cz. 1-2 w 1990]",
116510,1991,231,Spektakle fabularne TV,"Witaj Max, czyli renowacja",,,,,,"Tł. Andrzej Miłosz. Reż. Jerzy Z. Nowak. I, 28 VII 1991, 90'",
116511,1991,231,Spektakle fabularne TV,Piękny i nieczuły,,,,,,"Tł. Zbigniew Stolarek. Reż. Irena Wollen. II, 28 III 1991, 40'",
116512,1990,231,Spektakle fabularne TV,Freuda teoria snów,,,,,,"Reż. Anna Minkiewicz. I, 26 V 1990, 68'; [powtórna emisja:] 19 VIII 1990",
116513,1991,231,Spektakle fabularne TV,Herkules i stajnia Augiasza,,,,,,"Tł. Zbigniew Krawczykowski. Reż. Stanisław Lorentowicz. I, 20 X 1991, 85'",
116514,1991,231,Spektakle fabularne TV,Romulus Wielki,,,,,,"Tł. Irena Krzywicka, Jan Garewicz. Reż. Mirosław Bork. I, 7 X 1991, 98'",
116515,1991,231,Spektakle fabularne TV,Kean,,,,,,"Cz. 1-2. Adapt. Jean-Paul Sartre. Tł. Maria Bardini. Reż. Wojciech Adamczyk. I, 14 X 1991, 93'; 21 X 1991, 86'",
116516,1991,231,Spektakle fabularne TV,Koty? Koty!,,,,,,"Tł. Andrzej Nowicki. Reż. Andrzej Maj. I, 12 V, 45'",
116517,1991,231,Spektakle fabularne TV,Noc Walpurgii albo Kroki Komandora,,,,,,"Tł. Irena Lewandowska. Reż. Kazimierz Kutz. I, 4 XI 1991, 127'",
116518,1991,231,Spektakle fabularne TV,Damy i huzary,,,,,,"Reż. Janusz Nyczak. I, 11 XI 1991, 100'",
116519,1991,231,Spektakle fabularne TV,Trzy po trzy,,,,,,"Reż. Adam Hanuszkiewicz. I, 7 IX 1991, 73'",
116520,1991,231,Spektakle fabularne TV,Biedermann i podpalacze,,,,,,"Tł. Irena Krzywicka. Reż. Erwin Axer. I, 30 XI 1991, 81'",
116521,1991,231,Spektakle fabularne TV,"Teatrzyk ""Zielona Gęś""",,,,,,"Cz. 1-2. Reż. Marek Gaj. II, 7 IV 1991, 30'; 21 IV 1991, 32'. (Wersja TV spektaklu granego w Teatrze Ludowym w Krakowie)",
116522,1991,231,Spektakle fabularne TV,Wakacje kata,,,,,,"Sc. i reż. Zygmunt Huebner. II, 11 VII 1991, 64'",
116553,1991,231,Spektakle fabularne TV,Młyn na wzgórzu,,,,,,"Tł. Stanisław Sierosławski. Adapt. Kazimierz Radowicz. Reż. Jerzy Afanasjew. I, 9 VI 1991, 78'",
116554,1991,231,Spektakle fabularne TV,Apollo z Belloc,,,,,,"Tł. Maria Serkowska, Hubert Rostworowski. Reż. Adam Hanuszkiewicz. I, 18 VIII 1991, 60'",
116616,1991,231,Spektakle fabularne TV,Rewizor,,,,,,"Tł. Julian Tuwim. Reż. Jerzy Gruza. I, 16 XI 1991, 105'",
116617,1991,231,Spektakle fabularne TV,Ferdydurke,,,,,,"Adapt. Henryka Wojtyszko, Maciej Wojtyszko. Reż. Maciej Wojtyszko. I, 28 I 1991, 135'",
116620,1991,231,Spektakle fabularne TV,Trans-Atlantyk,,,,,,"Reż. Mikołaj Grabowski. I, 4 III 1991, 150'",
116621,1991,231,Spektakle fabularne TV,Tajemna ekstaza,,,,,,"Tł. Małgorzata Semil. Reż. Tomasz Zygadło. II, 17 X 1991, 100'",
116622,1991,231,Spektakle fabularne TV,Stolik na pięć osób,,,,,,"Tł. Monika Beyer. Reż. Anna Minkiewicz. I, 15 XII 1991, 62'",
116626,1991,231,Spektakle fabularne TV,Garderobiany,,,,,,"Tł. Michał Ronikier. Reż. Maciej Wojtyszko.I, 25 II 1991, 135'",
116627,1991,231,Spektakle fabularne TV,Audiencja. Protest,,,,,,"Tł. Andrzej Sławomir Jagodziński. Reż. Feliks Falk. I, 4 II 1991, 115'",
116628,1991,231,Spektakle fabularne TV,Wernisaż,,,,,,"Tł. Andrzej Sławomir Jagodziński. Reż. Irena Wollen. II, 13 VI 1991, 42'",
116629,1991,231,Spektakle fabularne TV,Firma,,,,,,"Tł. Aleksander Bardini. Reż. Edward Dziewoński. I, 1 IV 1991, 84'; [powtórna emisja:] 22 VII 1991",
116631,1991,231,Spektakle fabularne TV,Święty eksperyment,,,,,,"Tł. Jacek Fruehling. Reż. Andrzej Chrzanowski. I, 2 XI 1991, 104'",
116632,1991,231,Spektakle fabularne TV,Lekcja,,,,,,"Tł. Jan Błoński. Reż. Elina Lo Voi. II, 23 V 1991, 61'.",
116633,1991,231,Spektakle fabularne TV,"Król umiera, czyli Ceremonie",,,,,,"Tł. Adam Tarn. Reż. Józef Czernecki. II, 21 II 1991, 99'",
116634,1991,231,Spektakle fabularne TV,Nawojka,,,,,,"Reż. Ewa Bonacka. I, 1 IX 1991, 52'",
116635,1991,231,Spektakle fabularne TV,Bal manekinów,,,,,,"Tł. Anatol Stern. Reż. Janusz Warmiński. I, 30 IX 1991, 103'",
116674,1991,231,Spektakle fabularne TV,Generał Barcz,,,,,,"Adapt. pt. ""Zapiski majora Pycia"" i reż. Jerzy Krasowski. I, 21 IX 1991, 120'",
116675,1991,231,Spektakle fabularne TV,Gwiazda,,,,,,"Reż. Zdzisław Wardejn. I, 3 III 1991, 70'",
116676,1991,231,Spektakle fabularne TV,"Przeprowadź mnie przez samotność, starość i śmierć",,,,,,"Reż. Andrzej Maj. I, 1 XI 1991, 56'",
116680,1991,231,Spektakle fabularne TV,W naszym domu,,,,,,"Reż. aut. I, 10 VI 1991, 72'",
116692,1991,231,Spektakle fabularne TV,Co u Pana słychać?,,,,,,"Adapt. i reż. Andrzej Sapija. II, 7 XI 1991, 68'",
116696,1991,231,Spektakle fabularne TV,Odchodzić,,,,,,"Tł. Zofia Chądzyńska. Reż. Robert Gliński. I, 6 X 1991, 95'",
116697,1991,231,Spektakle fabularne TV,Kochany kłamca. Komedia listów,,,,,,"Cz. 1-2. Tł. Irena Babel. Reż. Marek Walczewski. I, 15 IX 1991, 60'; 22 IX 1991, 53'",
116698,1991,231,Spektakle fabularne TV,"Opis obyczajów, czyli jak zwyczajnie, wszędzie się miesza złe do dobrego",,,,,,"Adapt. i reż. Mikołaj Grabowski. II, 11 IV 1991, 101'; [powtórna emisja:] I,  15 VII 1991",
116699,1991,231,Spektakle fabularne TV,Ósmy krąg,,,,,,"Reż. Jan Szurmiej. II, 14 II 1991, 72'",
116700,1991,231,Spektakle fabularne TV,Pępowina,,,,,,"Reż. Piotr Szulkin. II, 19 IX 1991, 64'",
116702,1991,231,Spektakle fabularne TV,Tercet,,,,,,"Tł. Piotr Szymanowski. Reż. Magdalena Łazarkiewicz. II, 17 I 1991, 60'",
116704,1991,231,Spektakle fabularne TV,Niemcy,,,,,,"Reż. Andrzej Łapicki. I, 18 IX 1991, 103'",
116705,1991,231,Spektakle fabularne TV,Niezłomny z Nazaretu,,,,,,"Reż. Stefan Szlachtycz. I, 25 III 1991, 125'",
116707,1991,231,Spektakle fabularne TV,Ogłoszenie matrymonialne,,,,,,"Reż. Janusz Bukowski. I, 13 I 1991, 69'",
116708,1991,231,Spektakle fabularne TV,Przygody Sindbada Żeglarza i jego wuja Tarabuka,,,,,,"Cz. 1-3. Adapt. Barbara Kościuszko. Reż. Andrzej Pawłowski. I, 10 II 1991, 43'; 17 II 1991, 44'; 24 II 1991, 78'",
116709,1991,231,Spektakle fabularne TV,Niezwykłe przygody doktora Dolittle i jego przyjaciół,,,,,,"Cz. 1-3. Adapt. i reż. Waldemar Dziki, Aleksander Czekanowski. I, 9 VI; 16 VI; 23 VI 1991 [każda cz. ok. 55']",
116710,1991,231,Spektakle fabularne TV,Strachy,,,,,,"Reż. aut. I, 29 IX 1991, 50'",
116711,1991,231,Spektakle fabularne TV,Wieża Babel,,,,,,"Reż. aut. I, 13 X 1991, 32'",
116712,1991,231,Spektakle fabularne TV,"Odżyję, aby rzec że słońce świeci",,,,,,"[Wybór wierszy]. Reż. Barbara Sałacka. II, 27 III 1991, 45'",
116716,1991,231,Spektakle fabularne TV,Branzilla,,,,,,"Tł. Gabriela Mycielska. Adapt. Krystyna Mierzwińska, Michał Kwieciński. Reż. Michał Kwieciński. II, 10 X 1991, 90'",
116718,1991,231,Spektakle fabularne TV,Druga pułapka miłości,,,,,,"Tł. Tadeusz Boy-Żeleński. Reż. Tomasz Dutkiewicz. I, 12 V 1991, 68'",
116721,1991,231,Spektakle fabularne TV,Słoneczny zajączek,,,,,,"Tł. Barbara Dohnalik. Reż. Ewa Marcinkówna. I, 27 I 1991, 50'",
116724,1991,231,Spektakle fabularne TV,Jej mężowie,,,,,,"Tł. Wanda Urstein, Tadeusz Żeromski. Reż. Barbara Borys-Damięcka. I, 14 IV 1991, 90'; [powtórna emisja:] 29 VII 1991",
116738,1991,231,Spektakle fabularne TV,"Godzina miłości, nadziei, rozpaczy",,,,,,"[Wybór poezji]. Reż. Jan Englert. I, 3 VI 1991, 73'",
116740,1991,231,Spektakle fabularne TV,Ostatni z Jagiellonów,,,,,,"Cz. 1-3. Reż. Laco Adamik. I, 5 II 1991, 75'; 12 II 1991, 55'; 19 II 1991, 89'",
116742,1991,231,Spektakle fabularne TV,Kto tu wpuścił dziennikarzy,,,,,,"Adapt. i reż. Mikołaj Grabowski. I, 2 IX 1991, 95'",
116743,1991,231,Spektakle fabularne TV,Obrona Ksantypy,,,,,,"Reż. Anna Minkiewicz. I, 24 III 1991, 95'",
116746,1991,231,Spektakle fabularne TV,Kuglarz w koronie,,,,,,"Reż. Krzysztof Arciszewski. I, 28 IV 1991, 50'",
116749,1991,231,Spektakle fabularne TV,Królewna Śmieszka,,,,,,"Reż. Wiesław Rudzki. I, 20 I 1991, 50'",
116751,1991,231,Spektakle fabularne TV,Myślenie Norwidem,,,,,,"[Wybór wierszy]. Wykonanie Jerzy Zelnik. II, 30 III 1991, 30';[powtórna emisja:] 20 IV 1991",
116753,1991,231,Spektakle fabularne TV,Norwid,,,,,,"[Wybór utworów]. Reż. Adam Hanuszkiewicz. I, 5 V 1991, 87'",
116755,1991,231,Spektakle fabularne TV,"Dzień, noc - pora niczyja",,,,,,"Cz. 1-2. Adapt. i reż. Tadeusz Worontkiewicz. I, 14 IV 1991, 60'; 21 IV 1991, 60'",
116760,1991,231,Spektakle fabularne TV,Małżeństwo Marii Kowalskiej,,,,,,"Reż. Piotr Cieślak. I, 22 I 1991, 90'",
116762,1991,231,Spektakle fabularne TV,Przerwa w podróży,,,,,,"Reż. Andrzej Maj. I, 29 IV 1991, 85'",
116763,1991,231,Spektakle fabularne TV,Wizyta,,,,,,"Reż. Ewa Vogtman-Budny. I, 22 XII 1991, 45'",
116764,1991,231,Spektakle fabularne TV,Kobieta interesu,,,,,,"Tł. Lucyna Gołębiowska. Reż. Jan Buchwald. I, 10 XI 1991, 78'",
116765,1991,231,Spektakle fabularne TV,Słoń i kwiat,,,,,,"Tł. Piotr Sommer. Adapt. Elżbieta Zaleska. Reż. Sławomir Pieniak. I, 27 X 1991, 46'",
116766,1991,231,Spektakle fabularne TV,Ja,,,,,,"[Wybór poezji]. Reż. Anna Minkiewicz. II, 10 VIII 1991, 35'",
116767,1991,231,Spektakle fabularne TV,Rezerwat,,,,,,"Reż. Krzysztof Zaleski. I, 11 VIII 1991, 72'",
116768,1991,231,Spektakle fabularne TV,Lekkomyślna siostra,,,,,,"Reż. Andrzej Ziębiński. I, 10 II 1991, 96'; [powtórna emisja:] 5 VIII 1991",
116769,1991,231,Spektakle fabularne TV,O Zwyrtale Muzykancie,,,,,,"Adapt. Jan Wilkowski. Reż. Joanna Piekarska. I, 29 XII 1991, 55'",
116770,1991,231,Spektakle fabularne TV,Garść piasku,,,,,,"Reż. Wacław Florkowski. I, 16 VI 1991, 88'",
116771,1991,231,Spektakle fabularne TV,My wciąż spieszący,,,,,,"Tł. Mieczysław Jastrun, Janina Brzostowska, Bernard Antochewicz, Witold Hulewicz. II, 30 V 1991, 53'",
116772,1991,231,Spektakle fabularne TV,Bajki przez telefon,,,,,,"Tł. Zofia Ernstowa. Adapt. i reż. Elżbieta Sikora, Maciej Wojtyszko. I, 10 XI 1991, 34'",
116773,1991,231,Spektakle fabularne TV,Kartoteka,,,,,,"Reż. Krzysztof Kieślowski. I, 17 VI 1991, 90'",
116774,1991,231,Spektakle fabularne TV,Non Stop Show,,,,,,"Reż. Jerzy Jarocki. II, 3 X, ok. 86'. [Przedstawienie dyplomowe studentów Wydziału Aktorskiego PWST w Krakowie]",
116775,1991,231,Spektakle fabularne TV,"Zapach wistarii. Adapt. pt. ""Zapach orchidei""",,,,,,"Reż. Kazimierz Kutz. I, 13 V 1991, 115'",
116776,1991,231,Spektakle fabularne TV,Nowojorczycy,,,,,,"Cz. 1: Bananowy biznes. Cz. 2: Zawiść. Tł. Małgorzata Semil. Reż. Marcin Sławiński. I, 28 IV 1991, 52' [emisja cz. 1.]; 12 VIII 1991, 105' [emisja cz. 1-2]",
116777,1991,231,Spektakle fabularne TV,Bananowy biznes,,,,,,"Reż. Marcin Sławiński. I, 28 IV 1991, 90'",
116778,1991,231,Spektakle fabularne TV,Burza,,,,,,"Tł. Józef Paszkowski. Reż. Laco Adamik. I, 2 XII 1991, 107'",
116779,1991,231,Spektakle fabularne TV,Nic do stracenia,,,,,,"Adapt. i reż. Ewa Bilińska. I, 15 XII 1991, 50'",
116780,1991,231,Spektakle fabularne TV,Polonez,,,,,,"Reż. Jerzy Sztwiertnia. I, 22 IV 1991, 115'",
116781,1991,231,Spektakle fabularne TV,Mistrz,,,,,,"Reż. Jerzy Antczak. I, 19 V 1991, 78'",
116782,1991,231,Spektakle fabularne TV,Rodzina,,,,,,"Reż. Edward Dziewoński. I, 5 X 1991, 105'",
116783,1991,231,Spektakle fabularne TV,Maria Stuart,,,,,,"Reż. Marek Okopiński. I, 24 VI 1991, 92'",
116788,1991,231,Spektakle fabularne TV,Antygona,,,,,,"Tł. Stanisław Hebanowski. Reż. Jerzy Gruza. I, 16 X 1991, 74'",
116790,1991,231,Spektakle fabularne TV,Kolejka,,,,,,"Adapt. Piotr Cieślak, Jacek Witkowski. Reż. Piotr Cieślak. II, 14 III 1991, 60'",
116819,1991,231,Spektakle fabularne TV,Szalbierz,,,,,,"Tł. Mieczysław Dobrowolny. Adapt. i reż. Tomasz Wiszniewski. I, 21 I 1991, 106'; [powtórne emisje:] 16 V; 8 VII 1991",
116828,1991,231,Spektakle fabularne TV,Separacja,,,,,,"Tł. Małgorzata Grabowska, Andrzej Grabowski. Reż. Bogdan Augustyniak. I, 4 VIII 1991, 51'",
116832,1991,231,Spektakle fabularne TV,Ojciec,,,,,,"Tł. Zygmunt Łanowski. Reż. Jan Maciejowski. I, 18 XI 1991, 123'",
116833,1991,231,Spektakle fabularne TV,Panna Julia,,,,,,"Tł. Zygmunt Łanowski. Reż. Rudolf Zioło. I, 8 IV 1991, 71'",
116834,1991,231,Spektakle fabularne TV,Najdzielniejszy z rycerzy,,,,,,"Reż. Waldemar Śmigasiewicz. I, 1 XI 1991, 29'",
116835,1991,231,Spektakle fabularne TV,Wiosenne szachrajstwa,,,,,,"Tł. Irena Piotrowska. Adapt. i reż. Tadeusz Junak. I, 24 III 1991, 75'",
116836,1991,231,Spektakle fabularne TV,"Dziwna i pouczająca historia, która zdarzyła się naprawdę Tomciowi, Paluszkowi zwanemu",,,,,,"Cz. 1-2. Reż. aut. I, 10 III 1991, 48'; 17 III 1991, 44'",
116837,1991,231,Spektakle fabularne TV,Wiersze,,,,,,"Reż. Maciej Wojtyszko. I, 28 III 1991, 22'; [powtórna emisja:] 15 VIII 1991",
116839,1991,231,Spektakle fabularne TV,Restauracja,,,,,,"Reż. Wojciech Adamczyk. I, 1 IX 1991, 89'",
116841,1991,231,Spektakle fabularne TV,Warszawa da się lubić,,,,,,"Reż. Konrad Swinarski. I, 21 VII 1991, 37'",
116843,1991,231,Spektakle fabularne TV,Przeprowadzka,,,,,,"Tł. Ryszard Bugajski. Reż. Jacek Gąsiorowski. II, 5 XII 1991, 95'",
116850,1991,231,Spektakle fabularne TV,"Skarby i upiory, czyli Hrabia Opętany",,,,,,"Reż. aut. I, 13 I 1991, 89'",
116852,1991,231,Spektakle fabularne TV,Sędziowie,,,,,,"Reż. Konrad Swinarski. II, 22 VIII 1991, 59'",
116853,1991,231,Spektakle fabularne TV,Kto to widział?,,,,,,"Reż. Barbara Borys-Damięcka. I, 15 IX 1991, 33'",
116854,1991,231,Spektakle fabularne TV,Milusińscy,,,,,,"Reż. Barbara Borys-Damięcka. I, 31 III 1991, 50'",
116885,1991,231,Spektakle fabularne TV,Skiz,,,,,,"Reż. Olga Lipińska. I, 16 XII 1991, 85'",
129019,1991,231,Spektakle fabularne TV,Drewniana miska,,,,,,"Tł. Andrzej Nowicki, Krystyna Tarnowska. Reż. Tadeusz Worontkiewicz. I, 18 II 1991, 105'; [powtórna emisja:] 1 VII 1991",
129139,1991,231,Spektakle fabularne TV,Rozumne rzeczy,,,,,,"Tł. Maria Dolińska. Reż. Ryszard Ronczewski. I, 1 IV 1991, 60'",
129609,1991,231,Spektakle fabularne TV,Szczęśliwi we troje,,,,,,"Tł. Jean Valjean. Reż. Janusz Bukowski. I, 23 VI 1991, 57'",
129661,1991,231,Spektakle fabularne TV,Freuda teoria snów,,,,,,"Reż. Anna Minkiewicz. I, 26 V 1991, 70'",
129866,1991,231,Spektakle fabularne TV,Cyrano de Bergerac,,,,,,"Tł. Maria Konopnicka, Włodzimierz Zagórski, Joanna Walter. Reż. Krzysztof Zaleski. I, 7 VII 1991, 108'",
129963,1991,231,Spektakle fabularne TV,Rozregulował się czas,,,,,,"Tł. Maria Cortiade, Marcel Cortiade. Sc. i reż. Krystyna Bogusławska. II, 8 VIII 1991, 29'",
130376,1991,231,Spektakle fabularne TV,Białe kłamstwa,,,,,,"Tł. Michał Kłobukowski. Reż. Marcin Sławiński. I, 24 XI 1991, 57'",
130380,1991,231,Spektakle fabularne TV,Wieczorny żuraw,,,,,,"Tł. Mikołaj Melanowicz. Adapt. i reż. Ewa Złotowska. I, 24 XI 1991, 52'",
135875,1991,231,Spektakle fabularne TV,Trzeci Maja,,,,,,"Insc. Andrzej Lipiński, Grzegorz Królikiewicz. Reż. Grzegorz Królikiewicz. I, 3 V 1991, 85'",
153559,1991,231,Spektakle fabularne TV,Zawsze poezja ze mną,,,,,,"Oprac. Maryla Rewieńska. Reż. Stefan Szlachtycz. I, 12 II 1991, 43'",
153643,1991,231,Spektakle fabularne TV,Wesele,,,,,,"Tł. Jerzy Wyszomirski. Reż. Stanisław Zajączkowski. I, 21 II 1991, 40'",
