ZA_ZAPIS_ID,ZA_RO_ROK,ZA_DZ_DZIAL1_ID,DZ_NAZWA,ZA_TYTUL,ZA_TYTUL_CALOSCI,ZA_TE_TEATR_ID,TE_NAZWA,ZA_OPIS_WSPOLTWORCOW,ZA_NAZWA_ADAPT_DZIELA,ZA_OPIS_ADAPT_DZIELA,ZA_ADNOTACJE,tytul_clean,data_premiery,program_tv,emisje
316333,1994,231,Spektakle fabularne TV,Killevippen,,,,,,"Reż. aut. I, 3 V 1994, 47'",,Killevippen,,I,"[{'data': '3 V 1994', 'czas_min': 47}]"
316838,1995,231,Spektakle fabularne TV,Zagubieni,,,,,,Tł. Małgorzata Semil. Reż. Maciej Dejczer. [W real.],,Zagubieni,,,[]
317217,1994,231,Spektakle fabularne TV,Upadek,,,,,,"Reż. Krzysztof Magowski. I, 15 XI 1994",,Upadek,,I,"[{'data': '15 XI 1994', 'czas_min': None}]"
317456,1995,231,Spektakle fabularne TV,Więzień drugiej ulicy,,,,,,Reż. Edward Dziewoński. (W real.),,Więzień drugiej ulicy,,,[]
317805,1995,231,Spektakle fabularne TV,Chłopcy z Placu Broni,,,,,,Tł. Tadeusz Olszański. Adapt. Grzegorz Łoszewski. Reż. Maciej Dejczer. [W real.],,Chłopcy z Placu Broni,,,[]
317962,1995,231,Spektakle fabularne TV,Foto finisz,,,,,,"Tł. Wacława Komarnicka, Antoni Marianowicz. Reż. Maciej Wojtyszko. [W real.]",,Foto finisz,,,[]
317983,1995,231,Spektakle fabularne TV,Ziarno zroszone krwią,,,,,,"Reż. Kazimierz Kutz. I, 31 VII 1995, 110'",,Ziarno zroszone krwią,,I,"[{'data': '31 VII 1995', 'czas_min': 110}]"
318010,1995,231,Spektakle fabularne TV,Donadieu,,,,,,Tł. Jacek Fruehling. Reż. Piotr Mikucki. [W real.],,Donadieu,,,[]
318033,1995,231,Spektakle fabularne TV,Miłość i gniew,,,,,,"Tł. Wacława Komarnicka, Krystyna Tarnowska. Reż. Mariusz Benoit. [W real.]",,Miłość i gniew,,,[]
318129,1995,231,Spektakle fabularne TV,Córka Pigmaliona,,,,,,Sc. Marek Nowakowski. Reż. Anna Minkiewicz. [W real.],,Córka Pigmaliona,,,[]
318131,1995,231,Spektakle fabularne TV,Madame Molier,,,,,,Tł. Jadwiga Kukułczanka. Reż. Waldemar Śmigasiewicz. [W real.],,Madame Molier,,,[]
318139,1995,231,Spektakle fabularne TV,Półświatek,,,,,,Tł. Aleksander Przeździecki. Reż. Krzysztof Lang. [W real.],,Półświatek,,,[]
318207,1995,231,Spektakle fabularne TV,To był skowronek,,,,,,Tł. Zuzanna Łapicka-Olbrychska. Adapt. i reż. Piotr Szulkin. [W real.],,To był skowronek,,,[]
318218,1995,231,Spektakle fabularne TV,Don Carlos,,,,,,Tł. Zbigniew Krawczykowski. Reż. Laco Adamik. [W real.],,Don Carlos,,,[]
319285,1994,231,Spektakle fabularne TV,Zapiski oficera Armii Czerwonej,,,,,,"Adapt. i reż. Krzysztof Wojciechowski. II, 11 I 1994, 45'",,Zapiski oficera Armii Czerwonej,,II,"[{'data': '11 I 1994', 'czas_min': 45}]"
322666,1994,231,Spektakle fabularne TV,Tośka,,,,,,"Reż. aut. I, 5 VI 1994, 65'",,Tośka,,I,"[{'data': '5 VI 1994', 'czas_min': 65}]"
322676,1994,231,Spektakle fabularne TV,"Twarze Witkacego, czyli Regulamin Firmy Portretowej",,,,,,"Reż. Andrzej Maj. II, 18 IX 1994, 43'",,"Twarze Witkacego, czyli Regulamin Firmy Portretowej",,II,"[{'data': '18 IX 1994', 'czas_min': 43}]"
324767,1993,231,Spektakle fabularne TV,Misterium Wielkanocne,,,,,,"Reż. Jan Skotnicki. I, 10 IV 1993, 84'",,Misterium Wielkanocne,,I,"[{'data': '10 IV 1993', 'czas_min': 84}]"
361952,1996,231,Spektakle fabularne TV,Chryzantema złocista,,,,,,"Reż. Ryszard Ber. I, 10 VIII 1996, 50'",,Chryzantema złocista,,I,"[{'data': '10 VIII 1996', 'czas_min': 50}]"
361953,1996,231,Spektakle fabularne TV,Bajki. Rok 1779. Ignacy Krasicki,,,,,,"Reż. Jacek Bursztynowicz. II, 25 VI 1996, 35'",,Bajki. Rok 1779. Ignacy Krasicki,,II,"[{'data': '25 VI 1996', 'czas_min': 35}]"
362032,1996,231,Spektakle fabularne TV,Nareszcie bal,,,,,,"Reż. Wojciech Fiwek. II, 6 VIII 1996, 60'",,Nareszcie bal,,II,"[{'data': '6 VIII 1996', 'czas_min': 60}]"
362035,1996,231,Spektakle fabularne TV,Szkice piórkiem,,,,,,"Adapt. Andrzej Stasiuk. Reż. Jerzy Zalewski. II, 15 IX 1996, 40'",,Szkice piórkiem,,II,"[{'data': '15 IX 1996', 'czas_min': 40}]"
362037,1996,231,Spektakle fabularne TV,Król Momus,,,,,,"Reż. Marek Sikora. II, 21 IV 1996, 50'",,Król Momus,,II,"[{'data': '21 IV 1996', 'czas_min': 50}]"
362038,1996,231,Spektakle fabularne TV,Pijacy,,,,,,"Reż. Jacek Skalski. I, 6 I 1996, 60'",,Pijacy,,I,"[{'data': '6 I 1996', 'czas_min': 60}]"
362039,1996,231,Spektakle fabularne TV,Czarodziejski flet,,,,,,"Reż. Marek Prałat. II, 25 VIII 1996, 45'",,Czarodziejski flet,,II,"[{'data': '25 VIII 1996', 'czas_min': 45}]"
362041,1996,231,Spektakle fabularne TV,Bajka o Klimku,,,,,,"Reż. Ewa Vogtman-Budny. I, 6 VI 1996, 45'",,Bajka o Klimku,,I,"[{'data': '6 VI 1996', 'czas_min': 45}]"
362042,1996,231,Spektakle fabularne TV,Jezioro Bodeńskie,,,,,,"Adapt. i reż. Jerzy Markuszewski. II, 18 IX 1996, 30'",,Jezioro Bodeńskie,,II,"[{'data': '18 IX 1996', 'czas_min': 30}]"
362043,1996,231,Spektakle fabularne TV,Makbet. Otello. Romeo i Julia,,,,,,"Adapt. fragm. dramatów pt. "" Mąż, żona, dziewczyna i złodziej, czyli sceny miłosne z Shakespeare'a"". Tł. Stanisław Barańczak. Sc. Małgorzata Dziewulska, Radosław Piwowarski. Reż. Radosław Piwowarski. II, 13 X 11996, 70'",,Makbet. Otello. Romeo i Julia,,II,"[{'data': '13 X 1199', 'czas_min': 70}]"
362044,1996,231,Spektakle fabularne TV,Opis poranka,,,,,,"Reż. Jan Buchwald. II, 17 IV 1996, 50'",,Opis poranka,,II,"[{'data': '17 IV 1996', 'czas_min': 50}]"
362045,1996,231,Spektakle fabularne TV,Śluby panieńskie,,,,,,"Reż. Andrzej Łapicki. I, 9 IX 1996, 115'",,Śluby panieńskie,,I,"[{'data': '9 IX 1996', 'czas_min': 115}]"
362046,1996,231,Spektakle fabularne TV,Agnieszka skrawek nieba,,,,,,"Reż. Krystyna Krupska-Wysocka. II, 7 VII 1996, 50'",,Agnieszka skrawek nieba,,II,"[{'data': '7 VII 1996', 'czas_min': 50}]"
362047,1996,231,Spektakle fabularne TV,Dzienniki,,,,,,"Adapt. i reż. Mikołaj Grabowski. II, 11 II 1996, 50'",,Dzienniki,,II,"[{'data': '11 II 1996', 'czas_min': 50}]"
362048,1996,231,Spektakle fabularne TV,Ferdydurke,,,,,,"Reż. Maciej Wojtyszko. II, 26 I 1996, 145'",,Ferdydurke,,II,"[{'data': '26 I 1996', 'czas_min': 145}]"
362049,1996,231,Spektakle fabularne TV,Wspomnienia niebieskiego mundurka,,,,,,"Adapt. i reż. Artur Hofman. II, 29 IX 1996, 45'",,Wspomnienia niebieskiego mundurka,,II,"[{'data': '29 IX 1996', 'czas_min': 45}]"
362051,1996,231,Spektakle fabularne TV,Córka Pigmaliona,,,,,,"Reż. Anna Minkiewicz. I, 20 I 1996, 60'",,Córka Pigmaliona,,I,"[{'data': '20 I 1996', 'czas_min': 60}]"
362053,1996,231,Spektakle fabularne TV,Zdrapka,,,,,,"Reż. Barbara Borys-Damięcka. II, 19 VI 1996, 60'",,Zdrapka,,II,"[{'data': '19 VI 1996', 'czas_min': 60}]"
362326,1996,231,Spektakle fabularne TV,Firma,,,,,,"Reż. Edward Dziewoński. II, 7 VI 1996, 85'",,Firma,,II,"[{'data': '7 VI 1996', 'czas_min': 85}]"
362327,1996,231,Spektakle fabularne TV,To co najpiękniejsze,,,,,,"Reż. Andrzej Łapicki. II, 5 IV 1996, 100'",,To co najpiękniejsze,,II,"[{'data': '5 IV 1996', 'czas_min': 100}]"
362328,1996,231,Spektakle fabularne TV,Jaskinia filozofów,,,,,,"Reż. Stefan Chazbijewicz. II, 10 I 1996, 80'",,Jaskinia filozofów,,II,"[{'data': '10 I 1996', 'czas_min': 80}]"
362330,1996,231,Spektakle fabularne TV,Seans,,,,,,"I, 1 IV 1996, 10'",,Seans,,I,"[{'data': '1 IV 1996', 'czas_min': 10}]"
362331,1996,231,Spektakle fabularne TV,Kto mówi o czekaniu?,,,,,,"Reż. Krzysztof Babicki. II, 6 III 1996, 80'",,Kto mówi o czekaniu?,,II,"[{'data': '6 III 1996', 'czas_min': 80}]"
362332,1996,231,Spektakle fabularne TV,Królowa z leśnej krainy,,,,,,"Reż. Artur Hofman. II, 6 X 1996, 45'",,Królowa z leśnej krainy,,II,"[{'data': '6 X 1996', 'czas_min': 45}]"
362333,1996,231,Spektakle fabularne TV,Matka,,,,,,"Adapt. pt. ""O Beri, Beri"". Sc. i reż. Wiesław Komasa. II, 14 VIII 1996, 70'",,Matka,,II,"[{'data': '14 VIII 1996', 'czas_min': 70}]"
362334,1996,231,Spektakle fabularne TV,Czytadło,,,,,,"Reż. Jerzy Markuszewski. II, 5 VI 1996, 110'",,Czytadło,,II,"[{'data': '5 VI 1996', 'czas_min': 110}]"
362335,1996,231,Spektakle fabularne TV,Kwiaty dla Ofelii,,,,,,"Reż. Maciej Prus. II, 5 XII 1996, 60'",,Kwiaty dla Ofelii,,II,"[{'data': '5 XII 1996', 'czas_min': 60}]"
362337,1996,231,Spektakle fabularne TV,Gość oczekiwany,,,,,,"Reż. Artur Hofman. I, 15 VI 1996, 55'",,Gość oczekiwany,,I,"[{'data': '15 VI 1996', 'czas_min': 55}]"
362339,1996,231,Spektakle fabularne TV,Zemsta wróżki,,,,,,"Reż. Zdzisław Wardejn. II, 30 VI 1996, 50'",,Zemsta wróżki,,II,"[{'data': '30 VI 1996', 'czas_min': 50}]"
362340,1996,231,Spektakle fabularne TV,Czapa,,,,,,"Reż. Piotr Szulkin. II, 22 V 1996, 75'",,Czapa,,II,"[{'data': '22 V 1996', 'czas_min': 75}]"
362342,1996,231,Spektakle fabularne TV,Bajka o Jaśku i diable,,,,,,"Reż. Tadeusz Arciuch. II, 24 XI 1996, 45'",,Bajka o Jaśku i diable,,II,"[{'data': '24 XI 1996', 'czas_min': 45}]"
362344,1996,231,Spektakle fabularne TV,Serce dzwonu,,,,,,"Reż. Piotr Trzaskalski. II, 1 XI 1996, 45'",,Serce dzwonu,,II,"[{'data': '1 XI 1996', 'czas_min': 45}]"
362345,1996,231,Spektakle fabularne TV,Gdyby,,,,,,"Reż. Piotr Starzak. II, 14 I 1996, 35'",,Gdyby,,II,"[{'data': '14 I 1996', 'czas_min': 35}]"
362347,1996,231,Spektakle fabularne TV,Różany zamek,,,,,,"Reż. Wojciech Molski. II, 28 I 1996, 45'",,Różany zamek,,II,"[{'data': '28 I 1996', 'czas_min': 45}]"
362348,1996,231,Spektakle fabularne TV,Różany zamek,,,,,,"Reż. Wojciech Molski. I, 1 IX 1996, 45'",,Różany zamek,,I,"[{'data': '1 IX 1996', 'czas_min': 45}]"
362350,1996,231,Spektakle fabularne TV,Śniadanie do łóżka,,,,,,"Reż. Filip Zylber. I, 25 XI 1996, 90'",,Śniadanie do łóżka,,I,"[{'data': '25 XI 1996', 'czas_min': 90}]"
362351,1996,231,Spektakle fabularne TV,Królewskie echo,,,,,,"Reż. Krzysztof Magowski. II, 2 VII 1996, 50'",,Królewskie echo,,II,"[{'data': '2 VII 1996', 'czas_min': 50}]"
362352,1996,231,Spektakle fabularne TV,Portret słabego pianisty,,,,,,"Reż. Mirosław Gronowski. II, 20 VIII 1996, 60'",,Portret słabego pianisty,,II,"[{'data': '20 VIII 1996', 'czas_min': 60}]"
362354,1996,231,Spektakle fabularne TV,Kociokwik,,,,,,"Reż. Ireneusz Engler. I, 16 IX 1996, 80'",,Kociokwik,,I,"[{'data': '16 IX 1996', 'czas_min': 80}]"
362355,1996,231,Spektakle fabularne TV,Nocą siedzę,,,,,,"II, 6 VI 1996, 25'",,Nocą siedzę,,II,"[{'data': '6 VI 1996', 'czas_min': 25}]"
362356,1996,231,Spektakle fabularne TV,Notatnik stanu wojennego,,,,,,"Reż. Ireneusz Engler. II, 12 XII 1996, 50'",,Notatnik stanu wojennego,,II,"[{'data': '12 XII 1996', 'czas_min': 50}]"
362357,1996,231,Spektakle fabularne TV,Szczególnie małe sny,,,,,,"Reż. Igor Mołodecki. II, 11 VIII 1996, 40'",,Szczególnie małe sny,,II,"[{'data': '11 VIII 1996', 'czas_min': 40}]"
362358,1996,231,Spektakle fabularne TV,Nasza mama czarodziejka,,,,,,"Adapt. i reż. Natasza Ziółkowska-Kurczuk. II, 12 V 1996, 45'",,Nasza mama czarodziejka,,II,"[{'data': '12 V 1996', 'czas_min': 45}]"
362359,1996,231,Spektakle fabularne TV,Ciemno,,,,,,"Reż. Janusz Majewski. I, 4 V 1996, 60'",,Ciemno,,I,"[{'data': '4 V 1996', 'czas_min': 60}]"
362360,1996,231,Spektakle fabularne TV,Miki,,,,,,"Reż. Marian Opania. I, 8 XII 1996, 45'",,Miki,,I,"[{'data': '8 XII 1996', 'czas_min': 45}]"
362361,1996,231,Spektakle fabularne TV,Żegnaj kochanie,,,,,,"Reż. Wojciech Wójcik. II, 28 XI 1996, 65'",,Żegnaj kochanie,,II,"[{'data': '28 XI 1996', 'czas_min': 65}]"
362362,1996,231,Spektakle fabularne TV,Król Mięsopust,,,,,,"Reż. Jerzy Krysiak. II, 14 II 1996, 65'",,Król Mięsopust,,II,"[{'data': '14 II 1996', 'czas_min': 65}]"
362363,1996,231,Spektakle fabularne TV,Żywot Wowry wśród żywotów świętych,,,,,,"Adapt. i reż. Stanisław Ochmański. II, 5 V 1996, 45'",,Żywot Wowry wśród żywotów świętych,,II,"[{'data': '5 V 1996', 'czas_min': 45}]"
362366,1996,231,Spektakle fabularne TV,Bajka o Żelaznym Wilku,,,,,,"Rez. Wiesław Hejno. II, 18 II 1996, 35'",,Bajka o Żelaznym Wilku,,II,"[{'data': '18 II 1996', 'czas_min': 35}]"
362367,1996,231,Spektakle fabularne TV,Rodzina,,,,,,"Reż. Kazimierz Kutz. I, 26 II 1996, 130'",,Rodzina,,I,"[{'data': '26 II 1996', 'czas_min': 130}]"
362368,1996,231,Spektakle fabularne TV,Horsztyński,,,,,,"Reż. Zbigniew Zapasiewicz. I, 4 III 1996, 105'",,Horsztyński,,I,"[{'data': '4 III 1996', 'czas_min': 105}]"
362369,1996,231,Spektakle fabularne TV,Tommaso del Cavaliere,,,,,,"Reż. Roland Rowiński. II, 24 IV 1996, 75'",,Tommaso del Cavaliere,,II,"[{'data': '24 IV 1996', 'czas_min': 75}]"
362371,1996,231,Spektakle fabularne TV,Film,,,,,,"Reż. aut. II, 17 X 1996, 45'",,Film,,II,"[{'data': '17 X 1996', 'czas_min': 45}]"
362373,1996,231,Spektakle fabularne TV,Ewa,,,,,,"Reż. Bogdan Hussakowski. I, 30 III 1996, 60'",,Ewa,,I,"[{'data': '30 III 1996', 'czas_min': 60}]"
363194,1996,231,Spektakle fabularne TV,Biuro rzeczy znalezionych,,,,,,"Reż. Urszula Urbaniak. II, 19 IX 1996, 46'",,Biuro rzeczy znalezionych,,II,"[{'data': '19 IX 1996', 'czas_min': 46}]"
363195,1996,231,Spektakle fabularne TV,Dwie głowy ptaka,,,,,,"Reż. Wojciech Wójcik. II, 19 IV 1996, 105'",,Dwie głowy ptaka,,II,"[{'data': '19 IV 1996', 'czas_min': 105}]"
363196,1996,231,Spektakle fabularne TV,Kość w gardle,,,,,,"Reż. Jerzy Zalewski. II, 14 XI 1996, 75'",,Kość w gardle,,II,"[{'data': '14 XI 1996', 'czas_min': 75}]"
363197,1996,231,Spektakle fabularne TV,Przygody Pędrka Wyrzutka,,,,,,"Reż. Zbigniew Brzoza. II, 13 X 1996, 35'",,Przygody Pędrka Wyrzutka,,II,"[{'data': '13 X 1996', 'czas_min': 35}]"
363198,1996,231,Spektakle fabularne TV,Momotaro,,,,,,"Reż. aut. II, 16 VI 1996, 45'",,Momotaro,,II,"[{'data': '16 VI 1996', 'czas_min': 45}]"
363200,1996,231,Spektakle fabularne TV,O medyku Feliksie,,,,,,"Reż. aut. II, 10 XI 1996, 45'",,O medyku Feliksie,,II,"[{'data': '10 XI 1996', 'czas_min': 45}]"
363201,1996,231,Spektakle fabularne TV,Cisza,,,,,,"Reż. aut. I, 27 IV 1996, 55'",,Cisza,,I,"[{'data': '27 IV 1996', 'czas_min': 55}]"
363202,1996,231,Spektakle fabularne TV,Tramwaj w konfiturach,,,,,,"Reż. Tadeusz Pawłowicz. II, 25 XII 1996, 40'",,Tramwaj w konfiturach,,II,"[{'data': '25 XII 1996', 'czas_min': 40}]"
363203,1996,231,Spektakle fabularne TV,Urodziny,,,,,,"Reż. Krzysztof Nazar. I, 12 II 1996, 80'",,Urodziny,,I,"[{'data': '12 II 1996', 'czas_min': 80}]"
363205,1996,231,Spektakle fabularne TV,Duet,,,,,,"Reż. aut. II, 3 VII 1996, 85'",,Duet,,II,"[{'data': '3 VII 1996', 'czas_min': 85}]"
363206,1996,231,Spektakle fabularne TV,To i owo o zwierzętach,,,,,,"Reż. Barbara Borys-Damięcka. II, 8 XII 1996, 45'",,To i owo o zwierzętach,,II,"[{'data': '8 XII 1996', 'czas_min': 45}]"
363208,1996,231,Spektakle fabularne TV,Legenda o św. Krzysztofie,,,,,,"Reż. aut. I, 27 VII 1996, 40'",,Legenda o św. Krzysztofie,,I,"[{'data': '27 VII 1996', 'czas_min': 40}]"
363210,1996,231,Spektakle fabularne TV,Odprawa posłów greckich,,,,,,"Reż. Zbigniew Zapasiewicz. II, 23 II 1996, 55'",,Odprawa posłów greckich,,II,"[{'data': '23 II 1996', 'czas_min': 55}]"
363212,1996,231,Spektakle fabularne TV,Kobieta bez skazy,,,,,,"Reż. Wojciech Nowak. I, 2 III 1996, 65'",,Kobieta bez skazy,,I,"[{'data': '2 III 1996', 'czas_min': 65}]"
363213,1996,231,Spektakle fabularne TV,Małka Szwarcenkopf,,,,,,"Reż. Wojciech Nowak. I, 19 VIII 1996, 95'",,Małka Szwarcenkopf,,I,"[{'data': '19 VIII 1996', 'czas_min': 95}]"
363215,1996,231,Spektakle fabularne TV,Farsa z ograniczoną odpowiedzialnością,,,,,,"Reż. Robert Gliński. I, 29 VI 1996, 60'",,Farsa z ograniczoną odpowiedzialnością,,I,"[{'data': '29 VI 1996', 'czas_min': 60}]"
363216,1996,231,Spektakle fabularne TV,Traugutt,,,,,,"Reż. Stanisław Zajączkowski. II, 12 I 1996, 90'",,Traugutt,,II,"[{'data': '12 I 1996', 'czas_min': 90}]"
363217,1996,231,Spektakle fabularne TV,Słoneczko,,,,,,"Reż. Igor Mołodecki. II, 1 XII 1996, 45'",,Słoneczko,,II,"[{'data': '1 XII 1996', 'czas_min': 45}]"
363219,1996,231,Spektakle fabularne TV,Kabaret Olgi Lipińskiej,,,,,,"Reż. Olga Lipińska. I, 10 II 1996, 50'; 12 V 1996, 50'; 7 IX 1996, 45'; 16 XI 1996, 55'",,Kabaret Olgi Lipińskiej,,I,"[{'data': '10 II 1996', 'czas_min': 50}, {'data': '12 V 1996', 'czas_min': 50}, {'data': '7 IX 1996', 'czas_min': 45}, {'data': '16 XI 1996', 'czas_min': 55}]"
363286,1996,231,Spektakle fabularne TV,Pokój pełen liści,,,,,,"Tł. Małgorzata Grabowska. Reż. Agnieszka Glińska. II, 17 XI 1996, 45'",,Pokój pełen liści,,II,"[{'data': '17 XI 1996', 'czas_min': 45}]"
363287,1996,231,Spektakle fabularne TV,Stary dom,,,,,,"Tł. Stefania Beylin. Reż. Krystian Lupa. I, 24 VIII 1996, 60'",,Stary dom,,I,"[{'data': '24 VIII 1996', 'czas_min': 60}]"
363288,1996,231,Spektakle fabularne TV,Sawa,,,,,,"Adapt. i reż. Piotr Mikucki. I, 4 XI 1996, 97'",,Sawa,,I,"[{'data': '4 XI 1996', 'czas_min': 97}]"
363289,1996,231,Spektakle fabularne TV,Samotna noc,,,,,,"Tł. Roman Holzhausen. Reż. Piotr Mikucki. I, 22 XII 1996, 65'",,Samotna noc,,I,"[{'data': '22 XII 1996', 'czas_min': 65}]"
363290,1996,231,Spektakle fabularne TV,Madame Moliere,,,,,,"Tł. Jadwiga Kukułczanka. Reż. Waldemar Śmigasiewicz. I, 6 V 1996, 110'",,Madame Moliere,,I,"[{'data': '6 V 1996', 'czas_min': 110}]"
363292,1996,231,Spektakle fabularne TV,W krainie Oz,,,,,,"Tł. Stefania Wortman. Reż. Jerzy Bielunas. II, 19 V 1996, 45'",,W krainie Oz,,II,"[{'data': '19 V 1996', 'czas_min': 45}]"
363662,1996,231,Spektakle fabularne TV,Idź do panny Torpe,,,,,,"Tł. Robert Janowski. Reż. Teresa Kotlarczyk. II, 7 VIII 1996, 75'",,Idź do panny Torpe,,II,"[{'data': '7 VIII 1996', 'czas_min': 75}]"
363663,1996,231,Spektakle fabularne TV,Przeklęta poezja,,,,,,"Tł. Elżbieta Jasińska. Reż. Krzysztof Babicki. II, 19 XII 1996, 85'",,Przeklęta poezja,,II,"[{'data': '19 XII 1996', 'czas_min': 85}]"
363664,1996,231,Spektakle fabularne TV,Fotel na biegunach,,,,,,"Tł. Barbara Grzegorzewska. Reż. Jan Englert. I, 8 VII 1996, 60'",,Fotel na biegunach,,I,"[{'data': '8 VII 1996', 'czas_min': 60}]"
363665,1996,231,Spektakle fabularne TV,"Ach, co za wynalazek",,,,,,"Tł. Irena Lewandowska. Reż. Janusz Zaorski. I, 27 V 1996, 80'",,"Ach, co za wynalazek",,I,"[{'data': '27 V 1996', 'czas_min': 80}]"
363667,1996,231,Spektakle fabularne TV,Mały lord,,,,,,"Tł. Salomea Kowalewska. Reż. Mikołaj Grabowski. II, 27 VIII 1996, 65'",,Mały lord,,II,"[{'data': '27 VIII 1996', 'czas_min': 65}]"
363669,1996,231,Spektakle fabularne TV,Pacjentka,,,,,,"Tł. Anna Niżyńska. Reż. Janusz Majewski. II, 20 III 1996, 50'",,Pacjentka,,II,"[{'data': '20 III 1996', 'czas_min': 50}]"
363671,1996,231,Spektakle fabularne TV,Popołudnie na plaży,,,,,,"Tł. Małgorzata Semil. Reż. Janusz Majewski. II, 7 VII 1996, 40'",,Popołudnie na plaży,,II,"[{'data': '7 VII 1996', 'czas_min': 40}]"
363686,1996,231,Spektakle fabularne TV,Pułapka na szczury,,,,,,"Tł. Ewa Horodyska. Reż. Janusz Majewski. II, 28 VI 1996, 35'",,Pułapka na szczury,,II,"[{'data': '28 VI 1996', 'czas_min': 35}]"
363687,1996,231,Spektakle fabularne TV,Cyd,,,,,,"Tł. Stanisław Wyspiański. Reż. Krystyna Janda. I, 2 IX 1996, 80'",,Cyd,,I,"[{'data': '2 IX 1996', 'czas_min': 80}]"
363688,1996,231,Spektakle fabularne TV,Zabawa w morderstwo,,,,,,"Tł. Ewa Chodkowska. Reż. Janusz Majewski. II, 26 IX 1996, 75'",,Zabawa w morderstwo,,II,"[{'data': '26 IX 1996', 'czas_min': 75}]"
363689,1996,231,Spektakle fabularne TV,Iwanow,,,,,,"Tł. Artur Sandauer. Reż. Jan Englert. I, 29 I 1996, 95'",,Iwanow,,I,"[{'data': '29 I 1996', 'czas_min': 95}]"
363690,1996,231,Spektakle fabularne TV,Trzy opowiadania,,,,,,"Reż. Joanna Wiśniewska. II, 21 VI 1996, 50'",,Trzy opowiadania,,II,"[{'data': '21 VI 1996', 'czas_min': 50}]"
363691,1996,231,Spektakle fabularne TV,Wiśniowy sad,,,,,,"Tł. Czesław Jastrzębiec-Kozłowski. Reż. Andrzej Domalik. I, 17 VI 1996, 115'",,Wiśniowy sad,,I,"[{'data': '17 VI 1996', 'czas_min': 115}]"
363692,1996,231,Spektakle fabularne TV,Ścieżki chwały,,,,,,"Tł. Zofia Dehnel, Tadeusz Dehnel. Adapt. Jadwiga Barańska. Reż. Jerzy Antczak. I, 22 I 1996, 90'",,Ścieżki chwały,,I,"[{'data': '22 I 1996', 'czas_min': 90}]"
363693,1996,231,Spektakle fabularne TV,Scena miłosna,,,,,,"Tł. Wacław Sadkowski. Reż. Maria Zmarz-Koczanowicz. I, 21 I 1996, 40'",,Scena miłosna,,I,"[{'data': '21 I 1996', 'czas_min': 40}]"
363694,1996,231,Spektakle fabularne TV,Dróżnik,,,,,,"Tł. Andrzej Grządkowski, Magdalena Michalewska. Adapt. i reż. Jarry Flynn. II, 10 VII 1996, 45'",,Dróżnik,,II,"[{'data': '10 VII 1996', 'czas_min': 45}]"
363695,1996,231,Spektakle fabularne TV,W pałacu możliwości,,,,,,"II, 16 VI 199, 35'",,W pałacu możliwości,,II,[]
363696,1996,231,Spektakle fabularne TV,Olbrzym,,,,,,"Tł. Ewa Umińska-Plisenko. Reż. Piotr Tomaszuk. II, 14 IV 1996, 45'",,Olbrzym,,II,"[{'data': '14 IV 1996', 'czas_min': 45}]"
363697,1996,231,Spektakle fabularne TV,Ekscelencja,,,,,,"Tł. Jerzy Jędrzejewski. Reż. Andrzej Kostenko. II, 7 II 1996, 85'",,Ekscelencja,,II,"[{'data': '7 II 1996', 'czas_min': 85}]"
363698,1996,231,Spektakle fabularne TV,Paskudna historia,,,,,,"Tł. Władysław Broniewski. Reż. Janusz Kondratiuk. II, 24 V 1996, 30'",,Paskudna historia,,II,"[{'data': '24 V 1996', 'czas_min': 30}]"
363699,1996,231,Spektakle fabularne TV,Agata,,,,,,"Tł. Maria Michalik. Reż. Andrzej Domalik. II, 3 IV 1996, 40'",,Agata,,II,"[{'data': '3 IV 1996', 'czas_min': 40}]"
363700,1996,231,Spektakle fabularne TV,Filomena Marturano,,,,,,"Tł. Jadwiga Pasenkiewicz. Reż. Michał Kwieciński. I, 28 X 1996, 85'",,Filomena Marturano,,I,"[{'data': '28 X 1996', 'czas_min': 85}]"
363768,1996,231,Spektakle fabularne TV,Obrona Keysowej,,,,,,"Reż. Laco Adamik. I, 11 III 1996, 100'",,Obrona Keysowej,,I,"[{'data': '11 III 1996', 'czas_min': 100}]"
363769,1996,231,Spektakle fabularne TV,Berenika,,,,,,"Tł. Adam Kaska. Adapt. Anna Bartenbach. Tł. Wojciech Pacyna. I, 23 VI 1996, 45'",,Berenika,,I,"[{'data': '23 VI 1996', 'czas_min': 45}]"
363770,1996,231,Spektakle fabularne TV,Szkoła uczuć - dzieje pewnego młodzieńca,,,,,,"Tł. Aniela Micińska. Reż. Krzysztof Zaleski. I, 1 IV 1996, 75'",,Szkoła uczuć - dzieje pewnego młodzieńca,,I,"[{'data': '1 IV 1996', 'czas_min': 75}]"
363771,1996,231,Spektakle fabularne TV,Rip van Winkel,,,,,,"Tł. Klemens Białek. Reż. Janusz Kijowski. I, 18 III 1996, 90'",,Rip van Winkel,,I,"[{'data': '18 III 1996', 'czas_min': 90}]"
363772,1996,231,Spektakle fabularne TV,Dla Julii,,,,,,"Tł. Elżbieta Ptaszyńska-Sadowska. Reż. Robert Gliński. II, 3 X 96, 65'",,Dla Julii,,II,[]
363773,1996,231,Spektakle fabularne TV,Ławeczka,,,,,,"Tł. Jerzy Koenig. Reż. Maciej Wojtyszko. II, 22 III 1996, 85'",,Ławeczka,,II,"[{'data': '22 III 1996', 'czas_min': 85}]"
