"ZA_ZAPIS_ID","ZA_RO_ROK","ZA_DZ_DZIAL1_ID","DZ_NAZWA","ZA_RZ_RODZAJ1_ID","RZ_NAZWA","ZA_TYTUL","ZA_TYTUL_CALOSCI","ZA_OPIS_CALOSCI","ZA_TYTUL_ORYGINALU","ZA_TE_TEATR_ID","TE_NAZWA","ZA_OPIS_WSPOLTWORCOW","ZA_JEZYK_ORYGINALU","ZA_TYTUL_ADAPT_DZIELA","ZA_NAZWA_ADAPT_DZIELA","ZA_OPIS_ADAPT_DZIELA","ZA_ADNOTACJE"
832617,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Złote jajko. Prem. 2003,,,,924,"Teatr ""Baj"" (do 1992: Teatr Lalki i Aktora ""Baj"")",Tł. Alicja Rybałko. Reż. Jurate Januskeviciute,,,,,
832618,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Olbrzym. Prem. 2003,,,,906,"Teatr Lalek ""Guliwer""",Tł. Ewa Umińska-Plisenko. Adapt. i reż. Piotr Tomaszuk,,,,,
832619,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Królowa śniegu. Prem. 2003,,,,926,"Teatr ""Lalka""",Tł. Stefania Beylin. Adapt. i reż. Ewa Sokół-Malesza,,,,,
832620,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Mizantrop. Prem. 2003,,,,382,Teatr Polski,Tł. Jan Kott. Reż. Rudolf Zioło,,,,,
832621,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Dybuk. Prem. 2003,,,,907,Teatr Współczesny im. E. Wiercińskiego,Tł. Awiszaj Hadari. Adapt. i reż. Krzysztof Warlikowski,,,,"koprodukcja Teatru ""Rozmaitości"" w Warszawie i Wrocławskiego Teatru Współczesnego",
832622,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Gry. Prem. 2003,,,,907,Teatr Współczesny im. E. Wiercińskiego,Tł. Michał Sobelman. Reż. Redbad Klynstra,,,,,
832623,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,[Sto jeden] 101 Dalmatyńczyków. Prem. 2003,,,,927,Wrocławski Teatr Lalek,"Tł. Robert Ginalski. Adapt., teksty piosenek i reż. Jacek Bielunas",,,,,
832624,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Sen nocy letniej. Prem. 2003,,,,927,Wrocławski Teatr Lalek,"Tł. Stanisław Barańczak. Adapt. Josef Krofta, Miroslav Klima. Reż. Josef Krofta",,,,,
832625,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Wampir. Prem. 2003,,,,101,Teatr Nowy im. G. Morcinka,Reż. Marcin Sławiński,,,,,
832626,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Pomroczność jasna. Prem. 2003,,,,911,Teatr im. S.I. Witkiewicza,Tł. Hanna Szczerkowska. Reż. Andrzej Dziuk,,,,,
832627,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Makbet. Prem. 2003,,,,1469,Lubuski Teatr im. L. Kruczkowskiego,Tł. Stanisław Barańczak. Reż. Wiesław Hejno,,,,,
832628,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Czaszka z Connemary. Prem. 2003,,,,1469,Lubuski Teatr im. L. Kruczkowskiego,Tł. Klaudyna Rozhin. Reż. Małgorzata Anna Siuda,,,,,
832629,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Dyrektor kazał zrobić kabaret. Prem. 2003,,,,1469,Lubuski Teatr im. L. Kruczkowskiego,Reż. Mariusz Puchalski,,,,,
832630,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Pożarcie królewny Bluetki. Prem. 2003,,,,1469,Lubuski Teatr im. L. Kruczkowskiego,Reż. zespołowa,,,,,
835793,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Villa dei misteri. Prem. 2003,,,,908,Państwowa Wyższa Szkoła Teatralna im. L. Solskiego,Sc. i reż. Piotr Cieplak,,,,,
835794,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Zielona Gęś. Prem. 2003,,,,908,Państwowa Wyższa Szkoła Teatralna im. L. Solskiego,"Sc., reż. i opieka pedagog. Marta Stebnicka",,,,,
835795,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Zabawy na podwórku. Prem. 2003,,,,1501,Państwowa Wyższa Szkoła Teatralna im. L. Solskiego w Krakowie. Zamiejscowy Wydział Aktorski we Wrocł,Insc. Paweł Miśkiewicz,,,,"na podstawie sztuk: ""Sytuacje rodzinne"" Biliany Srbljanovic (tł. Dorota Jovanka Cirlić), ""Piaskownica"" Michała Walczaka, ""Gry"" Edny Mazyi (tł. Michał Sobelman)",
835814,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Tajemna ekstaza. Prem. 2003,,,,2545,"Państwowa Wyższa Szkoła Filmowa, Telewizyjna i Teatralna im. L. Schillera",Tł. Małgorzata Semil. Reż. Mariusz Grzegorzek,,,,,
835817,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,W piątek wieczorem. Prem. 2003,,,,1641,Akademia Teatralna im. A. Zelwerowicza (d. Państwowa Wyższa Szkoła Teatralna im. A. Zelwerowicza),Tł. Agnieszka Hein. Reż. Agnieszka Glińska,,,,,
835819,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Księżniczka na opak wywrócona. Prem. 2003,,,,1641,Akademia Teatralna im. A. Zelwerowicza (d. Państwowa Wyższa Szkoła Teatralna im. A. Zelwerowicza),Imitacja Jarosław Marek Rymkiewicz. Reż. Anna Seniuk,,,,,
835824,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Efekt cieplarniany. Prem. 2003,,,,6575,Akademia Teatralna im. A. Zelwerowicza (do 1996: PWST im. A. Z.). Wydział Sztuki Lalkarskiej,Reż. Ewa Piotrowska,,,,"wg ""Niepodległości trójkątów"" Stanisława Ignacego Witkiewicza",
835827,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Młoda śmierć. Prem. 2003,,,,5834,Studium Aktorskie im. A. Sewruka przy Teatrze im. S. Jaracza w Olsztynie,Reż. Rafał Matusz,,,,,
842518,2000,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,La serva padrona. Prem. 2000,,,,9374,Gdańska Opera Marionetek,Tł. Joanna Kulmowa. Reż. Lesław Piecka,,,,,
843258,2001,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Tragedia o Bogaczu i Łazarzu. Prem. 2001,,,,46,"Teatr ""Wybrzeże""",Reż. Krzysztof Babicki,,,,,wystaw. w kościele św. Jana w Gdańsku
843603,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Kwiat paproci. Prem. 2000,,,,5381,Zespół teatralny,,,,,,[Spektakl przygotowany przez zespół teatralny przy Polskiej Szkole Podstawowej w Jabłonkowie]
843606,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Leśne rachuneczki. Prem. 2000,,,,9394,Zespół teatralny,,,,,,[Spektakl przygotowany przez uczniów Polskiej Szkoły Podstawowej]
844338,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Papierowe kwiaty. Prem. 2001,,,,341,Tesinske Divadlo. Scena Polska,Tł. Elżbieta Komarnicka. Reż. Zbigniew Najmoła,,,,,
844359,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Pastorałki. Cicha noc,,,,2484,"Teatr Lalek ""Bajka""",Reż. Marek Mokrowiecki,,,,,
844903,2000,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,"Kurt Weill, czyli o samotności kobiet. Prem. 2000",,,,6034,"Teatr ""Łaźnia Nowa"" (do 2004: Stowarzyszenie Teatralne ""Łaźnia"")",Sc. i reż. Józef Opalski,,,,,
844918,2001,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Miłość Fedry. Prem. 2001,,,,6034,"Teatr ""Łaźnia Nowa"" (do 2004: Stowarzyszenie Teatralne ""Łaźnia"")",Tł. Małgorzata Semil. Reż. Bartosz Szydłowski,,,,,
844920,2002,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Tatuaż. Prem. 2002,,,,6034,"Teatr ""Łaźnia Nowa"" (do 2004: Stowarzyszenie Teatralne ""Łaźnia"")",Tł. Karolina Bikont. Reż. Bartosz Szydłowski,,,,,
844924,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Wścieklizna show albo fajni ludzie. Prem. 2003,,,,6034,"Teatr ""Łaźnia Nowa"" (do 2004: Stowarzyszenie Teatralne ""Łaźnia"")",Reż. Bartosz Szydłowski,,,,,
844962,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Sto lat kabaretu... Krakowskie kabarety XX wieku. Prem. 2003,,,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),"Sc. i reż. Stanisław Tym, Mikołaj Grabowski, Krzysztof Materna",,,,"a) W ""Zielonym Baloniku"". Autorzy tekstów: Tadeusz Boy Żeleński i Stanisław Tym. Sc. i reż. Stanisław Tym;
b) W ""Jamie Michalika"". Autorzy tekstów: Tadeusz Kwiatkowski, Brunon Miecugow, Jacek Stwora, Tadeusz Nyczek, Jan Polewka, Krzysztof Piasecki i Stanisław Zygmunt. Sc. i reż. Mikołaj Grabowski;
c) W ""Piwnicy pod Baranami"". Teksty piosenek z lat 1956-1980. Sc. i reż. Krzysztof Materna.",
845118,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,"Hello, Dolly! Prem. 2003",,,,9014,Gliwicki Teatr Muzyczny,Tł. Antoni Marianowicz i Janusz Minkiewicz. Reż. Maria Sartowa. Piosenki Jerry Herman,,,,"libr. Michael Stewart wg sztuki Thorntona Wildera ""The Matchmaker""",
845203,2003,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Masakra. Prem. 2003,,,,3722,Państwowa Wyższa Szkoła Teatralna im. L. Solskiego w Krakowie. Wydział Lalkarski we Wrocławiu,"Reż. Martin Kukucka, Lukas Triplsovsky",,,,,
846433,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Księga dżungli. Bairagi. Prem. 2001,,,,341,Tesinske Divadlo. Scena Polska,Reż. Jerzy Batycki,,,,,
846489,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Dzikie łabędzie. Prem. 2001,,,,5354,Zespół teatralny przy polskiej szkole w Bukowcu,Reż. Beata Łysek,,,,,
847048,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Historyja o chwalebnym Zmartwychwstaniu Pańskim. Prem. 2001,,,,341,Tesinske Divadlo. Scena Polska,Reż. Bogdan Kokotek,,,,,
847058,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,"Proszę..., zrób mi dziecko. Prem. 2001",,,,341,Tesinske Divadlo. Scena Polska,Reż. Karol Suszka,,,,,
848518,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Koziołek Matołek. Prem. 2001,,,,2484,"Teatr Lalek ""Bajka""",Reż. Grzegorz Lewandowski,,,,,
848523,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,A jak siedniesz między wrony... Prem. 2001,,,,5089,Zespół teatralny przy PZKO,Reż. Hynek Czeczotka,,,,,
848526,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Bajki Pani Bajki. Prem 2001,,,,5374,Zespół teatralny szkoły polskiej,"Reż. Halina Cymorek, Krystyna Pospisil",,,,,
848530,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Lufciorze. Prem. 2001,,,,5379,Zespół teatralny przy Kole PZKO,Reż. Stanisław Szotkowski,,,,,
848532,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,U nas dóma [Cz. 2],,,,8494,Grupa teatralna przy Klubie Młodych  PZKO,Reż. Irena Tacina,,,,,
848598,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Szczęściarz. Prem. 2001,,,,341,Tesinske Divadlo. Scena Polska,Tł. Elżbieta Woźniak. Reż. Jerzy Bończak,,,,,
848680,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Czarna Julka,,,,5383,Zespół teatralny,Sc. i reż. Jadwiga Palowska,,,,,
848684,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Bunt w bajkach,,,,5383,Zespół teatralny,Reż. Jadwiga Palowska,,,,,
850200,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,"Królewski ząb, czyli Król Bul",,,,9415,Zespół teatralny przy Polskiej Szkole Podstawowej w Sibicy,Reż. Halina Zwyrtek,,,,,
850339,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Tramtadrata. Prem. 2001,,,,2484,"Teatr Lalek ""Bajka""",Reż. Paweł Niedoba,,,,,
850960,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,Noce sióstr Bronte. Prem. 2001,,,,341,Tesinske Divadlo. Scena Polska,Tł. Danuta Żmij-Zielińska. Reż. Jacek Andrucki,,,,,
853641,2001,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,291,sztuka teatralna,"W kawiarni Avion, której nie ma...",,,,341,Tesinske Divadlo. Scena Polska,"Sc. Renata Putzlacher. Reż. Karol Suszka, współpraca Ondrej Spisak",,,,,[Widowisko przygotowane wspólnie z Towarzystwem (Kawiarnią Literacką) Avion]
859519,1999,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Ogień w głowie. Prem. 1999,,,,8134,Towarzystwo Teatralne,Tł. Joanna Diduszko-Kuśmirska. Reż. Paweł Łysak,,,,,
859661,2001,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Rękopis Alfonsa van Worden. Prem. 2001,,,,3782,"Studencki Teatr ""Biuro Podróży""",Reż. Paweł Szkotak,,,,"na podstawie ""Rękopisu znalezionego w Saragossie"" Jana Potockiego",wystawiono w ruinach katedry w Coventry
859741,2001,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Medea./Wanda. Prem. 2001,,,,7374,"Teatr ""Stacja Szamocin""",Reż. Juliane Lenssen,,,,kooprodukcja z niemieckimi grupami Das Letzte Kleinod i Manufrakturtheater,
859840,2000,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Lutownica ale nie pistoletowa tylko taka kolba. Prem. 2000,,,,8015,Teatr Epty'a,Reż. i tekst: Mumio,,,,,
861559,2001,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Kalevala - fragmenty niepisane. Prem. 2001,,,,1962,"Teatr Wiejski  ""Węgajty""",Reż. Wacław Sobaszek,,,,,
870209,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Dom otwarty,,,,,,Reż. Zbigniew Kopalko,,,,"Program II, 31 XII 2001, 95'",
871041,2001,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,"Sceny z ""Umarłej klasy"". Prem. 2001",,,,1742,"Ośrodek Praktyk Teatralnych ""Gardzienice""",Sc. i reż. Krzysztof Miklaszewski,,,,scenariusz wg partytury Tadeusza Kantora,
874719,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Słońce na sznurku,,,,,,Reż. Andrzej Zakrzewski,,,,"Program II, 10 VIII 2001, 35'",
884438,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Kuszenie cichej Weroniki,,,,,,Tł. Zofia Rybicka. Reż. Krystian Lupa,,,,"Program II, 14 I 2001, 85'; [ponowna emisja:] 8 IV 2001",
884499,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Herbatka u Stalina,,,,,,Tł. Michał Ronikier. Reż. Janusz Morgenstern,,,,"Program I, 15 I 2001, 105'",
884558,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Gedeon,,,,,,Tł. Krzysztof Lipka. Reż. Zbigniew Mich,,,,"Program II, 15 I 2001, 45'",
884599,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Agnes,,,,,,Tł. Barbara Grzegorzewska. Reż. Anna Augustynowicz,,,,"Program II, 21 I 2001, 80'",
884600,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Wieczór z lalką,,,,,,Reż. Wojciech Pacyna,,,,"Program II, 22 I 2001, 35'",
884638,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Skiz,,,,,,Reż. Gustaw Holoubek,,,,"Program I, 29 I 2001, 80'",
884699,2001,231,Spektakle fabularne TV,291,sztuka teatralna,"Bajka, czyli o dwóch braciach",,,,,,Adapt. Hanna Motyka. Reż. Barbara Borys-Damięcka,,,,"Program II, 29 I 2001, 45'",
884739,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Święty grzech,,,,,,Reż. Bogdan Tosza,,,,"Program II, 4 II 2001, 55'",
884740,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Nauka o barwach,,,,,,Reż. Jan Englert,,,,"Program I, 5 II 2001, 85'",
884742,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Mojżesz i Katarzyna,,,,,,Reż. Adek Drabiński,,,,"Program II, 5 II 2001, 30'",
884758,2001,231,Spektakle fabularne TV,291,sztuka teatralna,"Moja matka. Adapt. pt. ""Puste niebo""",,,,,,Tł. Bożena Sęk. Sc. i reż. Henryk Baranowski,,,,"Program II, 6 II 2001, 65'",
884760,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Pani Hapgood,,,,,,Tł. Halina Cieplińska. Reż. Filip Zylber,,,,"Program II, 11 II 2001, 70'",
884778,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Posłuszna wdowa,,,,,,Tł. Michał Ronikier. Reż. Robert Lehman [właśc. Robert Gliński],,,,"Program I, 12 II 2001, 80'",
884801,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Beztlenowce,,,,,,Reż. Łukasz Barczyk,,,,"Program II, 18 II 2001, 80'",
884991,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Diabelskie nasienie,,,,,,Tł. Dorota Jovanka Cirlić. Reż. Olga Lipińska,,,,"Program I, 19 II 2001, 80'",
885043,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Rozmowy przy wycinaniu lasu,,,,,,Reż. Stanisałw Tym,,,,"Program I, 26 II 2001, 95'",
885044,2001,231,Spektakle fabularne TV,291,sztuka teatralna,"Krzesiwo. Adapt. pt. ""Czarodziejskie krzesiwo""",,,,,,Sc. i reż. Jerzy Bielunas,,,,"Program II, 26 II 2001, 45'",
885065,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Top dogs,,,,,,Tł. Jerzy Koenig. Reż. Filip Zylber,,,,"Program II, 4 III 2001, 75'",
885067,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Szczęście Frania,,,,,,Reż. Agnieszka Glińska,,,,"Program I, 5 III 2001, 75'",
885078,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Kuracja,,,,,,Reż. Wojciech Smarzowski,,,,"Program II, 11 III 2001, 70'",
885098,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Opera mydlana,,,,,,"Tł. Aniko Kiss, Stefan Zgliszczyński. Reż. Ryszard Bugajski",,,,"Program I, 12 III 2001, 65'",	
885100,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Przylądek Czterech Wiatrów,,,,,,Tł. Magdalena Koziej-Ostaszkiewicz. Adapt. Diana Ostrowska. Reż. Agnieszka Glińska,,,,"Program II, 12 III 2001, 45'","
"
885104,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Pigmalion,,,,,,Tł. Kazimierz Piotrowski. Reż. Maciej Wojtyszko,,,,"Program I, 19 III 2001, 105'","
"
885119,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Królowa i Szekspir,,,,,,"Tł. Grażyna Dyląg, Bożena Intrator. Reż. Zbigniew Zapasiewicz",,,,"Program I, 26 III 2001, 90'","
"
885120,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Królowa Chłodu,,,,,,Reż. Piotr Malaruk,,,,"[Spektal inspirowany ""Królową Śniegu"" Hansa Christiana Andersena]. Program II, 26 III 2001, 45'","
"
885139,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Przemiana 1999,,,,,,Reż. Laco Adamik,,,," Program II, 1 IV 2001, 65'","
"
885140,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Letni dzień,,,,,,Reż. Roland Rowiński,,,,"Program I, 2 IV 2001, 55'","
"
885141,2001,231,Spektakle fabularne TV,291,sztuka teatralna,"Strach na wróble. Adaptacja pt. ""Strach na strychu""",,,,,,"Adapt. Barbara Biel, Sławomir Kryński. Reż. Sławomir Kryński",,,,"Program II, 2 IV 2001, 45'","
Barbara Biel
 
Sławomir Kryński
"
885142,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Trąd w Pałacu Sprawiedliwości,,,,,,Tł. Anna Wasilewska. Reż. Janusz Morgenstern,,,,"Program I, 9 IV 2001, 85'",
885143,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Anka,,,,,,Reż. Radosław Piwowarski,,,,"Program II, 9 IV 2001, 40'",
885158,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Wieczernik,,,,,,Reż. Grzegorz Królikiewicz,,,,"Program II, 12 IV 2001, 65'",
885181,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Usta Micka Jaggera,,,,,,Reż. Michał Kwieciński,,,,"Program II, 22 IV 2001, 95'",
885182,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Beatryks Cenci,,,,,,Adapt. i reż. Jan Englert,,,,"Program II, 23 IV 2001, 104'",
885198,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Diabelski patrol,,,,,,Reż. Urszula Urbaniak,,,,"Program II, 23 IV 2001, 45'",
886583,1999,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Kroniki sejneńskie. Prem. 1999,,,,5934,"Ośrodek ""Pogranicze - sztuk, kultur, narodów""",Reż. Bożena Szroeder,,,,,
887999,2001,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Riposta/PRL. Prem. 2001,,,,8734,Inne. Warszawa,Reż. Wojciech Albiński,,,,,spektakl wystawiony w Bibliotece Uniwersyteckiej w Warszawie
895798,2001,449,"Teatry od 1945 r. (omówienia, repertuar)",291,sztuka teatralna,Pan z wami... Prem. 2001,,,,908,Państwowa Wyższa Szkoła Teatralna im. L. Solskiego,Sc. i reż. Ewa Kutryś,,,,spektakl poświęcony pamięci ks. prof. Józefa Tischnera,
897044,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Ławeczka,,,,,,Tł. Jerzy Koenig. Reż. Maciej Wojtyszko,,,,"Program I, 30 IV 2001, 90'",
897078,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Odszkodowanie,,,,,,Reż. Władysław Kowalski,,,,"Program II, 6 V 2001, 65'",
897121,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Paryżanka,,,,,,Tł. Leon Schiller. Reż. Andrzej Łapicki,,,,"Program I, 7 V 2001, 65'",
897159,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Siedemnastolatek,,,,,,Tł. Wacława Komarnicka. Adapt. Katarzyna Leżeńska . Reż. Teresa Kotlarczyk,,,,"Program II, 7 V 2001, 45'",
897182,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Małżowina,,,,,,Reż. Wojciech Smarzowski,,,,"Program II, 13 V 2001, 65'",
897200,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Dotknięcia,,,,,,Adapt. i reż. Izabella Cywińska,,,,"Program I, 14 V 2001, 85'",
897240,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Swoja,,,,,,"Adapt. Mikołaj Haremski, Roman Płocki. Reż. Mikołaj Haremski",,,,"Program II, 14 V 2001, 40'",
898541,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Niech no tylko zakwitną jabłonie,,,,,,Reż. Wojciech Kościelniak,,,,"Program I, 21 V 2001, 75'",
898600,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Ogień w głowie,,,,,,Tł. Joanna Diduszko-Kuśmierska. Reż. Piotr Łazarkiewicz,,,,"Program II, 27 V 2001, 95'; [ponowna emisja:] 19 IX 2001",
898619,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Pieniądze innych ludzi,,,,,,Tł. Jarosław Strzemień. Reż. Maciej Englert,,,,"Program I, 28 V 2001, 100'",
898638,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Krakowskie abecadło,,,,,,Reż. Marek Gaj,,,,"Program II, 28 V 2001, 40'",
898719,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Noc Helvera,,,,,,Reż. Barbara Sass,,,,"Program II, 3 VI 2001, 75'",
898878,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Golden Joe,,,,,,Tł. Barbara Grzegorzewska. Reż. Wojciech Nowak,,,,"Program I, 4 VI 2001, 85'",
898899,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Legenda o świętym Krzysztofie,,,,,,Sc. i reż. Krzysztof Zaleski,,,,"Program II, 4 VI 2001, 35'",
898999,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Druga matka,,,,,,Reż. Izabella Cywińska,,,,"Program II, 10 VI 2001, 60'",
899640,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Błahostka,,,,,,Reż. Tomasz Zygadło,,,,"Program I, 11 VI 2001, 75'",
899641,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Tajemnica przeszłości,,,,,,Reż. Jacek Butrymowicz,,,,"Program II, 11 VI 2001, 35'",
899646,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Elżbieta królowa Anglii,,,,,,Tł. Zbigniew Krawczykowski. Reż. Laco Adamik,,,,"Cz. 1-2. Program I, 18 VI 2001, 90'; 26 VI 2001, 90'",
899654,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Ballada o zabójcach,,,,,,Reż. Waldemar Krzystek,,,,"Program I, 1 VII, 2001, 70'",
899658,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Klub kawalerów,,,,,,Reż. Krystyna Janda,,,,"Program I, 8 I 2001, 78'; [ponowna emisja:] 12 VII 2001",
899662,2001,231,Spektakle fabularne TV,291,sztuka teatralna,"Śmierć za śmierć, czyli dobry chłopiec",,,,,,Reż. Władysław Kowalski,,,,"Program II, 8 VII, 2001, 65'",
899678,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Netta,,,,,,Reż. Kazimierz Kutz,,,,"Program I, 9 VII, 2001, 95'",
899684,2001,231,Spektakle fabularne TV,291,sztuka teatralna,Niektóre gatunki dziewic,,,,,,Reż. Agnieszka Glińska,,,,"Program II, 15 VII, 2001, 65'",
