ZA_ZAPIS_ID,ZA_RO_ROK,ZA_DZ_DZIAL1_ID,DZ_NAZWA,ZA_TYTUL,ZA_TYTUL_CALOSCI,ZA_TE_TEATR_ID,TE_NAZWA,ZA_OPIS_WSPOLTWORCOW,ZA_NAZWA_ADAPT_DZIELA,ZA_OPIS_ADAPT_DZIELA,ZA_ADNOTACJE,tytul_clean,data_premiery,uwagi
49543,1989,7681,Wielka Brytania (teatr polski za granicą) - repertuar,Żołnierz królowej Madagaskaru,,490,Teatr Nowy,,,Reż. Jerzy Wróblewski,,Żołnierz królowej Madagaskaru,,
23396,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kłamczucha. Prem. 1988,,879,Teatr Zagłębia,Tł. Hanna Pieczarkowska. Reż. Jerzy Połoński,,,,Kłamczucha,1988.0,
23397,1988,449,"Teatry od 1945 r. (omówienia, repertuar)","Dawno, dawno, sto lat temu. Prem. 1988",,382,Teatr Polski,Reż. Marcel Kochańczyk,,,,"Dawno, dawno, sto lat temu",1988.0,
23398,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Emigranci. Prem. 1988,,879,Teatr Zagłębia,Reż. Janusz Ostrowski,,,,Emigranci,1988.0,
23400,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Masz ochotę na miłość?. Prem. 1988,,879,Teatr Zagłębia,Reż. Mieczysław Górkiewicz,,,,Masz ochotę na miłość?,1988.0,
23403,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Opowiem wam o Esther. Prem. 1988,,2142,"Teatr ""Krypta""",Adapt. scen. i reż.: Witold Kopeć,,,	,Opowiem wam o Esther,1988.0,
23402,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Calineczka. Prem. 1988,,879,Teatr Zagłębia,Reż. Jacek Medwecki,,Wg baśni Hansa Christiana Andersena,,Calineczka,1988.0,
23404,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Gry sportowe. Prem. 1988,,2142,"Teatr ""Krypta""",Reż. Zbigniew Chrzanowski,,,,Gry sportowe,1988.0,
23405,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Ostatnia noc Sokratesa. Prem. 1988,,382,Teatr Polski,Tł. Liliana Bardijewska. Reż. Zbigniew Mamont,,,,Ostatnia noc Sokratesa,1988.0,
23406,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Idiota. Prem. 1988,,382,Teatr Polski,Tł. Jerzy Jędrzejewicz. Adapt. Stanisław Brejdygant. Reż. Andrzej May,,,,Idiota,1988.0,
23407,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Księżniczka Turandot. Prem. 1988,,880,Teatr Polski*,Tł. Joanna Czaplińska. Reż. Frantisek Hromada,,,,Księżniczka Turandot,1988.0,
30226,1989,449,"Teatry od 1945 r. (omówienia, repertuar)",Sztuka konwersacji. Prem. 1989,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Reż. Wiesław Nowicki,,,,Sztuka konwersacji,1989.0,
19520,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Pasjans - Bardzo komiczna tragedia z happyendem. Prem. 1988,,382,Teatr Polski,Reż. aut.,,,,Pasjans - Bardzo komiczna tragedia z happyendem,1988.0,
10485,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Apelacja. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Reż. Andrzej Jakimiec,W sądzie,,,Apelacja,1988.0,
19563,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Z palca wyssane. Prem. 1988,,907,Teatr Współczesny im. E. Wiercińskiego,Adapt. i reż.: Joanna Dobrzańska,,Sc. na podstawie utworów Jana Brzechwy,,Z palca wyssane,1988.0,
11347,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Pokojówki. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Tł. Jan Błoński. Reż. Andrzej Jakimiec,,																																																						,,Pokojówki,1988.0,
11365,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Operetka. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Reż. Leszek Czarnota,,,,Operetka,1988.0,
11370,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Bal manekinów. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Oprac. tekstu i reż.: Adrzej Jakimiec,,,,Bal manekinów,1988.0,
11377,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Pochówek. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Adapt. i reż.: Andrzej Jakimiec,List z Ameryki,,,Pochówek,1988.0,
11390,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Moniza Clavier. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Adapt. i opieka reż.: Andrzej Jakimiec,,				,,Moniza Clavier,1988.0,
11394,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Na pełnym morzu. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Reż  Andrzej Jakimiec,,,,Na pełnym morzu,1988.0,
11397,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Rzeźnia. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Reż. Wojciech Szelachowski,,,,Rzeźnia,1988.0,
11400,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dom kobiet. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Reż. Michał Pawlicki,,,,Dom kobiet,1988.0,
11423,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Mały książę. Prem. 1988,,21,Teatr Dramatyczny im. A. Węgierki,Reż. Barbara Łukaszewska. Opieka reż.: Andrzej Jakimiec,,,,Mały książę,1988.0,
11713,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Mąż i żona. Prem. 1988,,41,Teatr Polski,Reż. Aleksandra Górska,,,,Mąż i żona,1988.0,
11717,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Bez oręża. Prem. 1988,,41,Teatr Polski,Adapt. Stanisław Jastrzębski. Insc. i reż.: Jan Sycz,,,,Bez oręża,1988.0,
11731,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Zielony gil. Prem. 1988,,41,Teatr Polski,Tł. i adapt.: Julian Tuwim. Reż. Wojciech Brzozowicz,,,,Zielony gil,1988.0,
11733,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Cyklop. Prem. 1988,,41,Teatr Polski,Reż. Wacław Jankowski,,,,Cyklop,1988.0,
11735,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Lampka oliwna. Prem. 1988,,41,Teatr Polski,Reż. Konrad Lesisz,,,,Lampka oliwna,1988.0,
11740,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Trans-Atlantyk - Zaproszenie. Prem. 1988,,22,Teatr Drzymały,,,Monodram,,Trans-Atlantyk - Zaproszenie,1988.0,
11750,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Mistrz i Małgorzata. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),"Tł. Irena Lewandowska, Witold Dąbrowski. Adapt. Andrzej Maria Marczewski",,,,Mistrz i Małgorzata,1988.0,
11771,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Trzy białe strzały. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Tł. Stanisław Gawłowski. Reż. Marek Mokrowiecki,,,,Trzy białe strzały,1988.0,
11781,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Madame de Sade. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Reż. Jarosław Kuszewski,,,,Madame de Sade,1988.0,
11801,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Mizantrop. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),"Tł. Tadeusz Boy-Żeleński, Jan Kott. Reż. Zdzisław Wardejn",,,,Mizantrop,1988.0,
11817,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Emigranci. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Reż. Józef Fryźlewicz,,,,Emigranci,1988.0,
11837,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Tango. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Reż. Krzysztof Rościszewski,,,,Tango,1988.0,
11858,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Sen nocy letniej. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Tł. Maciej Słomczyński. Reż. Andrzej Maria Marczewski,,,,Sen nocy letniej,1988.0,
11870,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Wędrowny teatr Sopalovicia. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Tł. Dorota Jovanka Cirlić. Reż. Petar Govedarović,,,,Wędrowny teatr Sopalovicia,1988.0,
11891,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Klatka. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Tł. Ewa Grabowska. Reż. Andrzej Maria Marczewski,,,,Klatka,1988.0,
11917,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Żołnierz królowej Madagaskaru. Prem. 1988,,42,Teatr Polski im. Hieronima Konieczki (do  2000: Teatr Polski),Reż. Jerzy Wróblewski,,Wg farsy Stanisława Dobrzańskiego,,Żołnierz królowej Madagaskaru,1988.0,
11964,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Jeszcze w zielone gramy. Prem. 1988,,43,Teatr Rozrywki,Sc. i reż.: Tadeusz Wiśniewski,,,,Jeszcze w zielone gramy,1988.0,
11973,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kraina sto piątej tajemnicy. Prem. 1988,,43,Teatr Rozrywki,Adapt. Lucyna Legut. Reż. Marcel Kochańczyk,,Wg Zbigniewa Żakieicza,,Kraina sto piątej tajemnicy,1988.0,
11981,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Lis Przechera. Prem. 1988,,43,Teatr Rozrywki,Reż. Tadeusz Ryłko,,Wg Johanna Wolfganga Goethego,,Lis Przechera,1988.0,
12026,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Jesienny wieczór. Prem. 1988,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),Tł. Danuta Żmij. Reż. Zbigniew Bebak,,,,Jesienny wieczór,1988.0,
12051,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Mirandolina. Prem. 1988,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),Tł. Zofia Jachimecka. Reż. Henryk Adamek,,,,Mirandolina,1988.0,
12066,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Obrona Sokratesa. Prem. 1988,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),Tł. Władysław Witwicki. Adapt. i reż.: Michał Pawlicki,,,,Obrona Sokratesa,1988.0,
12083,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Żegnaj Judaszu. Prem. 1988,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),Reż. Jan Maciejowski,,,,Żegnaj Judaszu,1988.0,
12087,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kopciuszek. Prem. 1988,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),Reż. Ryszard Zarewicz,,,,Kopciuszek,1988.0,
19427,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kwartet na czterech aktorów. Prem. 1988,,382,Teatr Polski,Oprac. zespołowe pod kierownictwem Wojciecha Ziemiańskiego,,,,Kwartet na czterech aktorów,1988.0,
19417,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Pocałunek kobiety pająka. Prem. 1988,,382,Teatr Polski,Tł. Zofia Chądzyńska. Reż. Jerzy Schejbal,,,,Pocałunek kobiety pająka,1988.0,
12101,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Skiz. Prem. 1988,,44,Teatr Dramatyczny im. A. Mickiewicza (do 1993: Państwowy Teatr Dramatyczny im. Adama Mickiewicza),Reż. Waldemar Wilhelm,,,,Skiz,1988.0,
19420,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dzieci Arbatu. Prem. 1988,,382,Teatr Polski,Adapt. Siergiej Kokowkin. Tł. Gracjanna Miller-Zielińska. Reż. Jacek Bunsch,,,,Dzieci Arbatu,1988.0,
12111,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Niezwykłe przygody Pana Kleksa. Prem. 1988,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Reż. Konrad Szachnowski,,,,Niezwykłe przygody Pana Kleksa,1988.0,
12403,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Sąsiadka. Prem. 1988,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Tł. Andrzej Miłosz. Reż. Sylwester Szyszko,,,,Sąsiadka,1988.0,
12408,1988,449,"Teatry od 1945 r. (omówienia, repertuar)","Jesienny wieczór. Nocna rozmowa z człowiekiem, którym się gardzi. Prem. 1988",,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Tł. Danuta Żmij. Reż. Sylwester Szyszko,,,,"Jesienny wieczór. Nocna rozmowa z człowiekiem, którym się gardzi",1988.0,
12418,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Prawdziwy mężczyzna. Prem. 1988,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Tł. Gracjanna Miller-Zielińska. Reż. Jerzy Sopoćko,,,,Prawdziwy mężczyzna,1988.0,
12424,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Szary wilk i inni. Prem. 1988,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Tł. Konrad Szachno,,,,Szary wilk i inni,1988.0,
12451,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dama z walizką. Prem. 1988,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Reż. Konrad Szachnowski,,,,Dama z walizką,1988.0,
12455,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Podwieczorek generałów. Prem. 1988,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Tł. i oprac:. Zofia Jeżewska i Andrzej Miłosz. Teksty piosenek: Wiktor Woroszylski. Insc. i reż.: Jerzy Sopoćko,,,,Podwieczorek generałów,1988.0,
12472,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Szewcy. Prem. 1988,,45,Teatr im. A. Sewruka (do 2007: Teatr Dramatyczny),Reż. Jerzy Sopocko,,,,Szewcy,1988.0,
12480,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Caligula. Prem. 1988,,46,"Teatr ""Wybrzeże""",Tł. Wojciech Natanson. Reż. Krzysztof Babicki,,,,Caligula,1988.0,
12491,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Złodziej serc. Prem. 1988,,46,"Teatr ""Wybrzeże""",Reż. aut.,,,,Złodziej serc,1988.0,
12499,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Zwykły dzień pewnego lata. Prem. 1988,,46,"Teatr ""Wybrzeże""",Reż. Marek Okopiński,,,,Zwykły dzień pewnego lata,1988.0,
12580,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Ambasador. Prem. 1988,,46,"Teatr ""Wybrzeże""",Reż. Waldemar Wilhelm,,,,Ambasador,1988.0,
12584,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Portret. Prem. 1988,,46,"Teatr ""Wybrzeże""",Reż. Marek Okopiński,,,,Portret,1988.0,
12595,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Sztukmistrz z Lublina. Prem. 1988,,46,"Teatr ""Wybrzeże""",Tł. Krystyna Szerer. Adapt. Michał Komar. Reż. Tadeusz Różewicz,,,,Sztukmistrz z Lublina,1988.0,
12604,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Latający Rumak. Prem. 1988,,46,"Teatr ""Wybrzeże""",Reż. aut.,,Wg Bolesława Leśmiana,,Latający Rumak,1988.0,
12611,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Przeprowadzka. Prem. 1988,,46,"Teatr ""Wybrzeże""",Tł. Ryszard Bugajski. Reż. Andrzej Guc,,,,Przeprowadzka,1988.0,
12622,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Wolność dla Barabasza. Prem. 1988,,46,"Teatr ""Wybrzeże""",Reż. Andrzej Markowicz,,,,Wolność dla Barabasza,1988.0,
12632,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Stąd do Ameryki. Prem. 1988,,46,"Teatr ""Wybrzeże""",Reż. Mikołaj Grabowski,,,,Stąd do Ameryki,1988.0,
12658,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Farsa na trzy sypialnie. Prem. 1988,,831,Teatr Dramatyczny,Tł. Gustaw Gottesman. Reż. Mieczysław Waśkowski,,,,Farsa na trzy sypialnie,1988.0,
13504,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Azyl. Prem. 1988,,836,Teatr Ziemi Pomorskiej,"Tł. Juliusz Kydryński, Kazimierz Truchanowski, Krzysztof Radziwiłł, Lech Czyżewski. Sc. i reż.: Wiesław Hołdys",,"Wg pow. ""Ameryka"" i innych utworów",,Azyl,1988.0,
13071,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Damy i huzary. Prem. 1988,,47,Teatr Dramatyczny w Gdyni,Reż. Zbigniew Wróbel,,,,Damy i huzary,1988.0,
13072,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Gałązka rozmarynu. Prem. 1988,,831,Teatr Dramatyczny,Reż. Zbigniew Kuźmiński,,,,Gałązka rozmarynu,1988.0,
13073,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Chłopiec z gwiazd. Prem. 1988,,47,Teatr Dramatyczny w Gdyni,Tł. Marian Niewiarowski. Teksty piosenek: Kazimierz Winkler. Reż. Janusz Tartyłło,,,,Chłopiec z gwiazd,1988.0,
13091,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Umarli potrafią tańczyć. Prem. 1988,,922,Teatr Ekspresji,Reż. aut.,,,,Umarli potrafią tańczyć,1988.0,
13560,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Letni dzień. Prem. 1988,,836,Teatr Ziemi Pomorskiej,Reż. Janusz Kozłowski,,,,Letni dzień,1988.0,
13111,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dekameron. Prem. 1988,,49,"Teatr ""Meluzyna""","Adapt. Hanna Bitner-Szymańska, Teresa Hanna Łub. Reż. Marcel Kochańczyk",,,,Dekameron,1988.0,
13569,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kordian. Prem. 1988,,836,Teatr Ziemi Pomorskiej,Reż. Tadeusz Pliszkiewicz,,,,Kordian,1988.0,
13575,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Za siedmioma górami. Prem. 1988,,836,Teatr Ziemi Pomorskiej,Oprac. Wiktor Żeromski. Reż. zbiorowa. Opieka artyst.: Tadeusz Pliszkiewicz,,,,Za siedmioma górami,1988.0,
13586,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Brodski. Prem. 1988,,837,Teatr im. C. K. Norwida,"Tł. Jan Gondowicz. Tł. wierszy i esejów: Stanisław Barańczak, Andrzej Mandalian, Elżbieta Morawiec, Adam Pomorski, Wiktor Woroszylski. Sc. i reż.: Bogdan Rudnicki",,Sc. wg stenogramu z procesu sądowego Josifa Brodskiego,,Brodski,1988.0,
13129,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Za siedmioma strunami. Prem. 1988,,833,Teatr im. Aleksandra Fredry,Reż. Przemysław Basiński,,,,Za siedmioma strunami,1988.0,
13132,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Chory z urojenia. Prem. 1988,,833,Teatr im. Aleksandra Fredry,Tł. Tadeusz Boy-Żeleński. Reż. Ryszard Krzyszycha,,,,Chory z urojenia,1988.0,
13596,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Przygody Pchły Szachrajki. Prem. 1988,,837,Teatr im. C. K. Norwida,Reż. Wiesław Sierpiński,,,,Przygody Pchły Szachrajki,1988.0,
13143,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Ania z Zielonego Wzgórza. Prem. 1988,,833,Teatr im. Aleksandra Fredry,Tł. Rachela Bernsteinowa. Adapt. Andrzej Konic. Reż. Henryk Olszewski,,,,Ania z Zielonego Wzgórza,1988.0,
13601,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Biesy. Prem. 1988,,837,Teatr im. C. K. Norwida,Tł. Tadeusz Zagórski. Adapt. i reż.: Krzysztof Rogóż,,,,Biesy,1988.0,
13603,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Wielkoludy. Prem. 1988,,837,Teatr im. C. K. Norwida,Reż. Alina Obidniak,,,,Wielkoludy,1988.0,
13605,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Skąpiec. Prem. 1988,,837,Teatr im. C. K. Norwida,Tł.Tadeusz Boy-Żeleński. Reż. Zygmunt Bielawski,,,,Skąpiec,1988.0,
13607,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Promethidion. Prem. 1988,,837,Teatr im. C. K. Norwida,Reż. Alina Obidniak,,,,Promethidion,1988.0,
13608,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Niespodzianka. Prem. 1988,,837,Teatr im. C. K. Norwida,Reż. Krzysztof Rogoż,,,,Niespodzianka,1988.0,
13149,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Szczęśliwe wydarzenie. Prem. 1988,,833,Teatr im. Aleksandra Fredry,Reż. Andrzej Walden,,,,Szczęśliwe wydarzenie,1988.0,
13610,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Panna Julia. Prem. 1988,,837,Teatr im. C. K. Norwida,Tł. Zygmunt Łanowski. Reż. Iga Mayr,,,,Panna Julia,1988.0,
13611,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dybuk. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Adapt. i reż. Andrzej Wajda,,Wg sztuki Szymona An-skiego,,Dybuk,1988.0,
13158,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Bambuko czyli skandal w krainie gier. Prem. 1988,,833,Teatr im. Aleksandra Fredry,Reż. Zdzisław Wardejn,,,,Bambuko czyli skandal w krainie gier,1988.0,
13206,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Przedwiośnie. Prem. 1988,,833,Teatr im. Aleksandra Fredry,Adapt. i reż.: Roman Kordziński. Współpr. reż.: Stanisław Raczkiewicz,,,,Przedwiośnie,1988.0,
13234,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Gorzkie żale w dozorówce. Prem. 1988,,51,Teatr im. J. Osterwy,Tł. Tadeusz Olszański. Reż. Janusz Kozłowski,,,,Gorzkie żale w dozorówce,1988.0,
13242,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Pokojówki. Prem. 1988,,51,Teatr im. J. Osterwy,Tł. Jan Błoński. Reż. Michał Pawlicki,,,,Pokojówki,1988.0,
13274,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Pluskwa. Prem. 1988,,51,Teatr im. J. Osterwy,Tł. Lidia Zamkow. Reż. Wiesław Hołdys,,,,Pluskwa,1988.0,
13400,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Indyk. Prem. 1988,,51,Teatr im. J. Osterwy,Reż. Antoni Baniukiewicz,,,,Indyk,1988.0,
13419,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Zabawa. Prem. 1988,,51,Teatr im. J. Osterwy,Reż. Janusz Kozłowski,,,,Zabawa,1988.0,
13426,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Powrót posła. Prem. 1988,,51,Teatr im. J. Osterwy,Reż. Antoni Baniukiewicz,,,,Powrót posła,1988.0,
13441,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Makbet. Prem. 1988,,51,Teatr im. J. Osterwy,Tł. Maciej Słomczyński. Reż. Antoni Baniukiewicz,,,,Makbet,1988.0,
13451,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Żółte oczy mszycy. Prem. 1988,,51,Teatr im. J. Osterwy,Reż. Leszek Szopa,,,,Żółte oczy mszycy,1988.0,
13468,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Igraszki kobiet. Prem. 1988,,836,Teatr Ziemi Pomorskiej,Tł. Zofia Szleyen. Reż. Stefan Szaciłowski,,"Wg ""Intermediów""",,Igraszki kobiet,1988.0,
13493,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Ciotunia. Prem. 1988,,836,Teatr Ziemi Pomorskiej,Reż. Jarosław Kuszewski,,,,Ciotunia,1988.0,
13498,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Ławeczka. Prem. 1988,,836,Teatr Ziemi Pomorskiej,Tł. Jerzy Koenig. Reż. Tadeusz Pliszkiewicz,,,,Ławeczka,1988.0,
14041,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Płatonow,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Tł. A. Tarn. Reż. F. Bajon,,,,Płatonow,,
14094,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Strategia dla dwóch szynek,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Tł. B. Grzegorzewska. Reż. P. Szczerski,,,,Strategia dla dwóch szynek,,
14101,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Albertusy. Komedia Rybałtowska Nowa,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Wybór tekstów: Jerzy Święch. Reż. E. Krzywosza-Fedorowicz,,,,Albertusy. Komedia Rybałtowska Nowa,,
14108,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Operetka,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Reż. T. Bradecki,,,,Operetka,,
14115,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Lekcja. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Tł. J. Błoński. Reż. E. Lo Voi,,,,Lekcja,1988.0,
14236,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Don Juan albo kamienny gość. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Tł. Tadeusz Boy-Żeleński. Reż. Yves Goulais,,,,Don Juan albo kamienny gość,1988.0,
14243,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Portret. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Reż. Jerzy Jarocki,,,,Portret,1988.0,
