ZA_ZAPIS_ID,ZA_RO_ROK,ZA_DZ_DZIAL1_ID,DZ_NAZWA,ZA_TYTUL,ZA_TYTUL_CALOSCI,ZA_TE_TEATR_ID,TE_NAZWA,ZA_OPIS_WSPOLTWORCOW,ZA_NAZWA_ADAPT_DZIELA,ZA_OPIS_ADAPT_DZIELA,ZA_ADNOTACJE,tytul_clean,data_premiery,uwagi
1506080,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Turandot. Prem. 2009,,14574,neTTheatre,Reż. Paweł Passini,,spektakl zrealizowany we współpracy z białostocką Grupą Coincidentia,,Turandot,2009.0,
1506081,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Horror vacui. Prem. 2009,,15034,"Nieformalna Grupa ""Avis""",Reż. Agata Biziuk,,,,Horror vacui,2009.0,
1506082,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Dziady. Część druga. Prem. 2009,,15054,"Niepubliczny Teatr Impresaryjny ""Scena Tam-2""",Sc. i reż. Maciej Michalski,,,,Dziady. Część druga,2009.0,
1506083,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Witkacy: jest 20 do Xtej. Prem. 2009,,11394,Nowy Teatr im. Witkacego,Sc. i reż. Andrzej Maria Marczewski,,,,Witkacy: jest 20 do Xtej,2009.0,
1506084,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Z rączki do rączki. Prem. 2009,,11394,Nowy Teatr im. Witkacego,Tł. Elżbieta Woźniak. Reż. Albert Osik,,,,Z rączki do rączki,2009.0,
1506085,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Akompaniator. Prem. 2009,,11394,Nowy Teatr im. Witkacego,Reż. Rafał Matusz,,,,Akompaniator,2009.0,
1506086,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Awantura o Basię. Prem. 2009,,11394,Nowy Teatr im. Witkacego,Adapt. i reż. Daniel Kustosik,,,,Awantura o Basię,2009.0,
1506087,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Rewizor. Prem. 2009,,11394,Nowy Teatr im. Witkacego,Tł. Julian Tuwim. Reż. Wiktor Panow,,,,Rewizor,2009.0,
1506099,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",(A)pollonia. Prem. 2009,,15074,Nowy Teatr,"Adapt. Krzysztof Warlikowski, Piotr Gruszczyński, Jacek Poniedziałek. Reż. Krzysztof Warlikowski",,"według tekstów Ajschylosa, Eurypidesa i Hanny Krall",,(A)pollonia,2009.0,
1506100,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Królowa Śniegu. Prem. 2009,,867,Olsztyński Teatr Lalek,Tł. Stefania Beylin. Adapt. i reż. Jacek Malinowski,,,,Królowa Śniegu,2009.0,
1506119,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Piękna i Bestia. Prem. 2009,,867,Olsztyński Teatr Lalek,Tł. Aleksandra Przybylska. Reż. Oleg Żiugżda,,na motywach baśni Jeanne-Marie Leprince de Beaumont,,Piękna i Bestia,2009.0,
1506120,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Tymoteusz wśród ptaków. Prem. 2009,,867,Olsztyński Teatr Lalek,Reż. Zbigniew Głowacki,,,,Tymoteusz wśród ptaków,2009.0,
1506121,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Historia całkiem zwyczajna. Prem. 2009,,867,Olsztyński Teatr Lalek,Tł. Jerzy Czech. Reż. Petr Nosálek,,,,Historia całkiem zwyczajna,2009.0,
1506139,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Baśń o Grającym Imbryku. Prem. 2009,,869,Opolski Teatr Lalki i Aktora im. A. Smolki (do 1993: Scena Lalkowa Teatru im. J. Kochanowskiego),Reż. Petr Nosálek,,,,Baśń o Grającym Imbryku,2009.0,
1506140,2009,449,"Teatry od 1945 r. (omówienia, repertuar)","Iwona, księżniczka Burgunda. Prem. 2009",,869,Opolski Teatr Lalki i Aktora im. A. Smolki (do 1993: Scena Lalkowa Teatru im. J. Kochanowskiego),Reż. Marián Pecko,,,,"Iwona, księżniczka Burgunda",2009.0,
1506141,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Miłość do trzech pomarańczy. Prem. 2009,,869,Opolski Teatr Lalki i Aktora im. A. Smolki (do 1993: Scena Lalkowa Teatru im. J. Kochanowskiego),Reż. Paweł Aigner,,,,Miłość do trzech pomarańczy,2009.0,
1506142,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",O mniejszych braciszkach Św. Franciszka. Prem. 2009,,869,Opolski Teatr Lalki i Aktora im. A. Smolki (do 1993: Scena Lalkowa Teatru im. J. Kochanowskiego),Reż. Petr Nosálek,,,,O mniejszych braciszkach Św. Franciszka,2009.0,
1506143,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Guliwer. Prem. 2009,,869,Opolski Teatr Lalki i Aktora im. A. Smolki (do 1993: Scena Lalkowa Teatru im. J. Kochanowskiego),"Tł. Zbigniew Bitka, Aleksiej Leliawski. Adapt. i reż. Aleksiej Leliawski",,,,Guliwer,2009.0,
1506159,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Baśń o (Tajemnica Czarciego Błota). Prem. 2009,,878,"Państwowy Teatr Lalki ""Tęcza""",Reż. Małgorzata Kamińska-Sobczyk,,wznowienie inscenizacji z 1999 roku,,Baśń o (Tajemnica Czarciego Błota),2009.0,
1506160,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Kwiat paproci. Prem. 2009,,878,"Państwowy Teatr Lalki ""Tęcza""",Reż. Alina Skiepko-Gielniewska,,,,Kwiat paproci,2009.0,
1506161,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Ludowa szopka polska. Prem. 2009,,878,"Państwowy Teatr Lalki ""Tęcza""",Insc. Stanisław Ochmański. Reż. Małgorzata Kamińska-Sobczyk,,,,Ludowa szopka polska,2009.0,
1506162,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Miś na spacerze. Prem. 2009,,878,"Państwowy Teatr Lalki ""Tęcza""",Reż. Władysław Owczarzak,,,,Miś na spacerze,2009.0,
1506163,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Nieznośne słoniątko. Prem. 2009,,878,"Państwowy Teatr Lalki ""Tęcza""",Tł. Małgorzata Kamińska-Sobczyk. Reżyseria wznowienia Przemysław Laskowski,,wznowienie inscenizacji z 2002 roku,,Nieznośne słoniątko,2009.0,
1506164,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Piękna i bestia. Prem. 2009,,878,"Państwowy Teatr Lalki ""Tęcza""",Insc. Stanisław Ochmański. Reżyseria wznowienia Urszula Szydlik-Zielonka,,,,Piękna i bestia,2009.0,
1506179,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Podwórko marzeń. Prem. 2009,,878,"Państwowy Teatr Lalki ""Tęcza""",Insc. i reż. Małgorzata Kamińska-Sobczyk,,wznowienie inscenizacji z 1998 roku,,Podwórko marzeń,2009.0,
1506180,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Drzwi Morrisona. Prem. 2009,,2542,Kabaret Piwnica Przy Krypcie,Sc. i reż. Paweł Niczewski,,,,Drzwi Morrisona,2009.0,
1506181,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Ewa nie chce spać. Prem. 2009,,2542,Kabaret Piwnica Przy Krypcie,Sc. i reż. Żywia Karasińska-Fluks,,,,Ewa nie chce spać,2009.0,
1506182,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Krzesiwo. Prem. 2009,,9694,"Podgórski Teatr Lalki i Aktora ""Parawan""",Adapt. i reż. Bogusław Froń,,,,Krzesiwo,2009.0,
1506183,2009,449,"Teatry od 1945 r. (omówienia, repertuar)","Poproście Rzepa, by się nie czepiał. Prem. 2009",,9694,"Podgórski Teatr Lalki i Aktora ""Parawan""",Adapt. i reż. Rafał Jędrzejczyk,,,,"Poproście Rzepa, by się nie czepiał",2009.0,
1506184,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Bajki przy kominku - przyjaciele kangura Jurka. Prem. 2009,,15094,Pogotowie Teatralne,Sc. i reż. Tomasz Jankiewicz,,,,Bajki przy kominku - przyjaciele kangura Jurka,2009.0,
1506185,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Giganci z gór. Prem. 2009,,908,Państwowa Wyższa Szkoła Teatralna im. L. Solskiego,Tł. Jerzy Adamski. Opieka pedagogiczna Jerzy Stuhr,,spektakl dyplomowy studentów IV roku Wydziału Aktorskiego,,Giganci z gór,2009.0,
1506186,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Baba-Dziwo. Prem. 2009,,11534,Państwowa Wyższa Szkoła Teatralna w Krakowie - Filia we Wrocławiu,Reż. Ewelina Paszke-Lowitzsch,,,,Baba-Dziwo,2009.0,
1506187,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Dwunastu gniewnych ludzi. Prem. 2009,,11534,Państwowa Wyższa Szkoła Teatralna w Krakowie - Filia we Wrocławiu,Adapt. Sherman Sergel. Reż. Redbad Klijnstra,,,,Dwunastu gniewnych ludzi,2009.0,
1506188,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Life and Death in the Nut Shell (Życie i śmierć w skorupie). Prem. 2009,,11534,Państwowa Wyższa Szkoła Teatralna w Krakowie - Filia we Wrocławiu,Reż. Anna Ivanova-Brashinskaya,,,,Life and Death in the Nut Shell (Życie i śmierć w skorupie),2009.0,
1506189,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Noc trybad. Prem. 2009,,11534,Państwowa Wyższa Szkoła Teatralna w Krakowie - Filia we Wrocławiu,Tł. Zygmunt Łanowski. Reż. Krzysztof Kuliński,,spektakl dyplomowy studentów IV roku Wydziału Aktorskiego,,Noc trybad,2009.0,
1506199,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Ostatni tatuś. Prem. 2009,,11534,Państwowa Wyższa Szkoła Teatralna w Krakowie - Filia we Wrocławiu,Reż. Tomasz Man,,spektakl dyplomowy studentów IV roku Wydziału Lalkarskiego,,Ostatni tatuś,2009.0,
1506200,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Pamiętnik z powstania warszawskiego. Prem. 2009,,11534,Państwowa Wyższa Szkoła Teatralna w Krakowie - Filia we Wrocławiu,Oprac. tekstu i reż. Jerzy Bielunas,,,,Pamiętnik z powstania warszawskiego,2009.0,
1506201,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Mewa. Prem. 2009,,908,Państwowa Wyższa Szkoła Teatralna im. L. Solskiego,Tł. Zbigniew Landowski. Reż. Natalia Sołtysik,,,,Mewa,2009.0,
1506202,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Pierwsza godzina wiekom Jagiellońskim dzwoni. Prem. 2009,,908,Państwowa Wyższa Szkoła Teatralna im. L. Solskiego,Sc. i reż. Danuta Michałowska,,"na spektakl złożyły się: ""Zawisza Czarny"" Juliusza Słowackiego, ""Ballada Wawelskich Arkad"" Karola Wojtyły i ""Homilia Kanonizacyjna"" Jana Pawła II",,Pierwsza godzina wiekom Jagiellońskim dzwoni,2009.0,
1506219,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Historyja o chwalebnym Zmartwychwstaniu Pańskim. Prem. 2009,,14074,Scena Lubelska 30/32,"Adapt. Dariusz Kunowski, Piotr Herbich. Reż. Dariusz Kunowski",,,,Historyja o chwalebnym Zmartwychwstaniu Pańskim,2009.0,
1506220,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Brat naszego Boga. Prem. 2009,,11554,Scena Moliere,Adapt. i reż. Artur Dziurman,,,,Brat naszego Boga,2009.0,
1506221,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Madame. Prem. 2009,,11554,Scena Moliere,Reż. Ewa Lachnit,,,,Madame,2009.0,
1506222,2009,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,Amfitrion 38. Prem. 2009,,341,Tesinske Divadlo. Scena Polska,Tł. Bohdan Korzeniewski. Insc. Bogdan Kokotek,,,,Amfitrion 38,2009.0,
1506223,2009,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,Biznes. Prem. 2009,,341,Tesinske Divadlo. Scena Polska,Tł. Elżbieta Woźniak. Reż. Rudolf Moliński,,,,Biznes,2009.0,
1506224,2009,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,"Czechow Tołstojowi powiedział ""żegnam"". Prem. 2009",,341,Tesinske Divadlo. Scena Polska,Tł. Anna Tuszyńska. Reż. Małgorzata Siuda,,,,"Czechow Tołstojowi powiedział ""żegnam""",2009.0,
1506225,2009,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,Głaz graniczny. Prem. 2009,,341,Tesinske Divadlo. Scena Polska,Insc. Bogdan Kokotek,,,,Głaz graniczny,2009.0,
1506226,2009,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,Hamlet. Prem. 2009,,341,Tesinske Divadlo. Scena Polska,Tł. Stanisław Barańczak. Reż. Michael Tarant,,,,Hamlet,2009.0,
1506227,2009,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,Kaleka z Inishmaan. Prem. 2009,,341,Tesinske Divadlo. Scena Polska,Tł. Małgorzata Semil. Reż. Katarzyna Deszcz,,,,Kaleka z Inishmaan,2009.0,
1506228,2009,7670,Czechy (od 1993; teatr polski za granicą) - repertuar,Zaklinacz deszczu. Prem. 2009,,341,Tesinske Divadlo. Scena Polska,Tł. Irena Babel. Reż. Karol Suszka,,,,Zaklinacz deszczu,2009.0,
1506239,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Ostatni taki ojciec. Prem. 2009,,14634,Scena Prapremier InVitro,Reż. Łukasz Witt-Michałowski,,,,Ostatni taki ojciec,2009.0,
1506240,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Zły. Prem. 2009,,14634,Scena Prapremier InVitro,Reż. Łukasz Witt-Michałowski,,,,Zły,2009.0,
1506241,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Wujek z Luandy. Prem. 2009,,12854,Scena Witkacego,Reż. Harlan Veit,,,,Wujek z Luandy,2009.0,
1506242,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Gaz. Prem. 2009,,12874,Sopocka Scena Off de BICZ,"Reż. Ewa Ignaczak, Daniel Jacewicz",,spektakl zrealizowany z Teatrem Brama z Goleniowa,,Gaz,2009.0,
1506259,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",... i Julia. Prem. 2009,,12874,Sopocka Scena Off de BICZ,Sc. i reż. Ida Bocian,,,,... i Julia,2009.0,
1506260,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Single story. Prem. 2009,,12874,Sopocka Scena Off de BICZ,Adapt. i reż. Agnieszka Kochanowska,,"według powieści ""Zanim zaśniesz""",,Single story,2009.0,
1506261,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",3 upadki Panny Julie. Prem. 2009,,15114,Squad Form,Sc. i reż. Agnieszka Baranowska,,,,3 upadki Panny Julie,2009.0,
1506262,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Happy New Day. Prem. 2009,,15134,"Stowarzyszenie ""Scena Babel""","Sc. Nela Vigil. Reż. Agnieszka Kołodyńska, Jose Iglesias Vigil",,,,Happy New Day,2009.0,
1506263,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Don Juan. Prem. 2009,,14094,Stowarzyszenie Artystyczne Ecce Homo,Reż. Stanisław Miedziewski,,,,Don Juan,2009.0,
1506264,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Pantha Rei. Prem. 2009,,14094,Stowarzyszenie Artystyczne Ecce Homo,Reż. Aleksandra Jaworska-Pietrzykowska,,,,Pantha Rei,2009.0,
1506265,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Persona. Prem. 2009,,14094,Stowarzyszenie Artystyczne Ecce Homo,Reż. Marcin Bortkiewicz,,,,Persona,2009.0,
1506266,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Tinky Winky. Prem. 2009,,14094,Stowarzyszenie Artystyczne Ecce Homo,Reż. Marcin Bortkiewicz,,"grane także razem z jednoaktówką ""Bingo"" Piotra Rowickiego pod wspólnym tytułem ""Dramat zdaje się społeczny podobno w dwóch dramatach - Tinky Winky i Bingo""",,Tinky Winky,2009.0,
1506267,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",@ction. Prem. 2009,,11614,Stowarzyszenie Grupa Przedsięwzięć Teatralno-Medialnych,"Sc.: praca zespołowa pod opieką Małgorzaty Szyszki (Katia Paliwoda, Marta Lewandowska, Ivan, Barbara Mazurek, Piotr Bulak, Daniel Banaczek oraz posty internautów). Reż. Małgorzata Szyszka",,,,@ction,2009.0,
1506268,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Antygona. Prem. 2009,,11617,"Stowarzyszenie Teatralne ""Chorea""","Tł. Stanisław Hebanowski, Robert R. Chodkowski. Reż. Dorota Porowska",,spektakl przygotowany we współpracy ze szczecińskim Teatrem Kana,,Antygona,2009.0,
1506279,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Moja wątroba jest bez sensu albo zagłada ludu. Prem. 2009,,15154,"Studencki Teatr ""Teatryści""",Reż. Łukasz Gajdzis,,,,Moja wątroba jest bez sensu albo zagłada ludu,2009.0,
1506280,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Stój! Nie ruszaj się! Prem. 2009,,11654,Studio Teatralne BLUM,Sc. i reż. zespół,,,,Stój! Nie ruszaj się! Prem. 2009,2009.0,
1506281,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Czarne i białe kwiaty. Prem. 2009,,12934,Studio Teatralne im. Ireny Solskiej,Sc. i reż. Szczepan Szczykno,,,,Czarne i białe kwiaty,2009.0,
1506282,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Mus wiśniowy. Prem. 2009,,14134,Studium Aktorskie przy Teatrze Śląskim,Oprac. tekstu i reż. Dorota Bielska,,,,Mus wiśniowy,2009.0,
1506283,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Białe małżeństwo. Prem. 2009,,14154,Szkoła Aktorska Haliny i Jana Machulskich,Reż. Grzegorz Mrówczyński,,,,Białe małżeństwo,2009.0,
1506284,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",I'm Sorry. Prem. 2009,,14154,Szkoła Aktorska Haliny i Jana Machulskich,Reż. Olga Chajdas,,,,I'm Sorry,2009.0,
1506285,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Ballady i romanse. Prem. 2009,,786,"Śląski Teatr Lalki i Aktora ""Ateneum""",Adapt. i reż. Karel Brožek,,,,Ballady i romanse,2009.0,
1506286,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Jak pingwiny arką popłynęły. Prem. 2009,,786,"Śląski Teatr Lalki i Aktora ""Ateneum""",Tł. Lila Mrowińska-Lissewska. Reż. Petr Nosálek,,,,Jak pingwiny arką popłynęły,2009.0,
1506287,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Skarb babuchy Burczymuchy. Prem. 2009,,786,"Śląski Teatr Lalki i Aktora ""Ateneum""",Tł. Renata Chudecka. Reż. Stefan Kulhanek,,według bajki Ladislava Dvorsky'ego,,Skarb babuchy Burczymuchy,2009.0,
1506288,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Tygrys Pietrek. Prem. 2009,,786,"Śląski Teatr Lalki i Aktora ""Ateneum""",Reż. Krystian Kobyłka,,,,Tygrys Pietrek,2009.0,
1506289,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Glany na glanc. Prem. 2009,,883,Tarnowski Teatr im. L. Solskiego,Tł. Hanna Szczerkowska. Reż. Tomasz Piasecki,,,,Glany na glanc,2009.0,
1506290,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Każdy kocha Opalę. Prem. 2009,,883,Tarnowski Teatr im. L. Solskiego,Tł. Janina Nehring. Reż. Jan Tomaszewicz,,,,Każdy kocha Opalę,2009.0,
1506291,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Kopciuszek. Prem. 2009,,883,Tarnowski Teatr im. L. Solskiego,Adapt. i reż. Ewa Marcinkówna,,,,Kopciuszek,2009.0,
1506292,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",mady-baby.edu. Prem. 2009,,883,Tarnowski Teatr im. L. Solskiego,Tł. Beata Podgórska. Reż. Krzysztof Prus,,,,mady-baby.edu,2009.0,
1506293,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",W windzie. Prem. 2009,,883,Tarnowski Teatr im. L. Solskiego,Reż. Mariusz Szaforz,,,,W windzie,2009.0,
1506294,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Przygody Koziołka Matołka. Prem. 2009,,883,Tarnowski Teatr im. L. Solskiego,Adapt. Grzegorz Janiszewski. Reż. Sławomir Gaudyn,,,,Przygody Koziołka Matołka,2009.0,
1506299,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Fabryka. Prem. 2009,,883,Tarnowski Teatr im. L. Solskiego,Reż. Andrzej Prokop,,,,Fabryka,2009.0,
1506300,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Rozmowy z katem. Prem. 2009,,883,Tarnowski Teatr im. L. Solskiego,Adapt. Tomasz Piasecki. Reż. Edward Żentara,,,,Rozmowy z katem,2009.0,
1506301,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Wszystko o kobietach. Prem. 2009,,883,Tarnowski Teatr im. L. Solskiego,Tł. Anna Tuszyńska. Reż. Krzysztof Prus,,,,Wszystko o kobietach,2009.0,
1506302,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Zdążyć przed Panem Bogiem. Prem. 2009,,883,Tarnowski Teatr im. L. Solskiego,Adapt. i reż. Tomasz Piasecki,,,,Zdążyć przed Panem Bogiem,2009.0,
1506319,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Kamienie na szaniec - zakazane piosenki. Prem. 2009,,12974,"Teatr ""Arka""","Sc. Renata Jasińska, Dariusz Taraszkiewicz. Reż. Dariusz Taraszkiewicz",,"scenariusz na podstawie książki Aleksandra Kamińskiego oraz tekstów z powieści Jonathana Litella ""Łaskawe""",,Kamienie na szaniec - zakazane piosenki,2009.0,
1506339,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Oskar i pani Róża. Prem. 2009,,12974,"Teatr ""Arka""",Reż. Dariusz Taraszkiewicz,,,,Oskar i pani Róża,2009.0,
1506340,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Jaskółeczka. Prem. 2009,,885,"Teatr Lalki i Aktora ""Baj Pomorski""",Insc. i reż. Zbigniew Lisowski,,,,Jaskółeczka,2009.0,
1506341,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Kto z was chciałby rozweselić pechowego nosorożca? Prem. 2009,,885,"Teatr Lalki i Aktora ""Baj Pomorski""",Insc. i reż. Zbigniew Lisowski,,,,Kto z was chciałby rozweselić pechowego nosorożca? Prem. 2009,2009.0,rok niepewny
1506342,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Planeta zagubionych baloników. Prem. 2009,,885,"Teatr Lalki i Aktora ""Baj Pomorski""",Reż. Zbigniew Lisowski,,,,Planeta zagubionych baloników,2009.0,
1506343,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Podróże Guliwera. Prem. 2009,,885,"Teatr Lalki i Aktora ""Baj Pomorski""",Reż. Ondrej Spišák,,,,Podróże Guliwera,2009.0,
1506344,2009,449,"Teatry od 1945 r. (omówienia, repertuar)","Zebranie, czyli Przywitajmy ich razem! Prem. 2009",,885,"Teatr Lalki i Aktora ""Baj Pomorski""",Sc. zespół. Konsultacja reżyserska Paweł Aigner,,,,"Zebranie, czyli Przywitajmy ich razem! Prem. 2009",2009.0,
1506345,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Wschód i zachód słonia. Prem. 2009,,885,"Teatr Lalki i Aktora ""Baj Pomorski""",Adapt. Dominika Miękus. Reż. Ireneusz Maciejewski,,,,Wschód i zachód słonia,2009.0,
1506346,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Toruńska legenda. Prem. 2009,,885,"Teatr Lalki i Aktora ""Baj Pomorski""",Reż. Jacek Pietruski,,,,Toruńska legenda,2009.0,
1506347,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Kwiat paproci. Prem. 2009,,924,"Teatr ""Baj"" (do 1992: Teatr Lalki i Aktora ""Baj"")",Adapt. i reż. Jacek Malinowski,,,,Kwiat paproci,2009.0,
1506359,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Śpiąca królewna. Prem. 2009,,924,"Teatr ""Baj"" (do 1992: Teatr Lalki i Aktora ""Baj"")",Tł. i reż. Lech Chojnacki,,na motywach baśni braci Jakuba i Wilhelma Grimmów,,Śpiąca królewna,2009.0,
1506360,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Romeo i Julia. Prem. 2009,,15174,"Teatr ""Cracovia""",Tł. Józef Paszkowski. Reż. Anna Kasprzyk,,,,Romeo i Julia,2009.0,
1506361,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Jedź. Prem. 2009,,9714,"Teatr ""Nie Ma""",Reż. Tatiana Malinowska-Tyszkiewicz,,,,Jedź,2009.0,
1506362,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",my!-nie!-gor!-si! Prem. 2009,,9714,"Teatr ""Nie Ma""",Reż. Tatiana Malinowska-Tyszkiewicz,,,,my!-nie!-gor!-si! Prem. 2009,2009.0,
1506363,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Nieprawda. Prem. 2009,,9714,"Teatr ""Nie Ma""",Reż. Tatiana Malinowska-Tyszkiewicz,,,,Nieprawda,2009.0,
1506364,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Ameryka. Prem. 2009,,902,"Scena ""Prezentacje""",Tł. Beata Geppert. Reż. Romuald Szejd,,,,Ameryka,2009.0,
1506365,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Diabeł w purpurze. Prem. 2009,,902,"Scena ""Prezentacje""",Tł. Beata Geppert. Reż. Romuald Szejd,,,,Diabeł w purpurze,2009.0,
1506379,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Oddech życia. Prem. 2009,,902,"Scena ""Prezentacje""",Tł. Lukas Adamczyk. Reż. Romuald Szejd,,,,Oddech życia,2009.0,
1506380,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Rozmowy w parku. Prem. 2009,,902,"Scena ""Prezentacje""",Reż. Romuald Szejd,,,,Rozmowy w parku,2009.0,
1506381,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",PoziomaPionowa. Prem. 2009,,15194,"Teatr ""Y""","Reż. Beto Ruiz, Justyna Tomczak-Boczko",,"na podstawie powieści ""Szklany klosz""",,PoziomaPionowa,2009.0,
1506399,2009,449,"Teatry od 1945 r. (omówienia, repertuar)","Around the world in a bad mood, czyli wyznania stewardesy. Prem. 2009",,3142,Teatr Druga Strefa (Teatr 2.Strefa),Reż. Sylwester Biraga,,,,"Around the world in a bad mood, czyli wyznania stewardesy",2009.0,
1506400,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Le soir. Prem. 2009,,3142,Teatr Druga Strefa (Teatr 2.Strefa),Reż. Sylwester Biraga,,,,Le soir,2009.0,
1506401,2009,449,"Teatry od 1945 r. (omówienia, repertuar)",Mieszczanin szlachcicem. Prem. 2009,,3142,Teatr Druga Strefa (Teatr 2.Strefa),Tł. Tadeusz Boy-Żeleński. Reż. David Foulkes,,,,Mieszczanin szlachcicem,2009.0,
